tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P,084_P,085_P,086_P,087_P,088_P,089_P,090_P,091_P
5007381,54600.0,54644.0,54697.0,54740.0,54830.0,54869.0,54914.0,54935.0,54979.0,55023.0,55071.0,55111.0,55184.0,55218.0,55247.0,55303.0,55350.0,55369.0,55426.0,55510.0,55601.0,55670.0,55693.0,55736.0,55768.0,55824.0,55886.0,55949.0,55988.0,56027.0,56066.0,56150.0,56211.0,56272.0,56322.0,56364.0,56405.0,56461.0,56491.0,56594.0,56876.0,56950.0,56998.0,57163.0,57312.0,57507.0,57667.0,57766.0,57820.0,57848.0,57906.0,58001.0,58093.0,58154.0,58208.0,58297.0,58369.0,58421.0,58525.0,58550.0,58661.0,58758.0,58799.0,58894.0,58945.0,59028.0,59060.0,59114.0,59188.0,59259.0,59308.0,59383.0,59485.0,59631.0,59771.0,59853.0,59932.0,60046.0,60204.0,60263.0,60357.0,60407.0,60437.0,60464.0,60520.0,60561.0,60599.0,60616.0,60663.0,60691.0,60727.0
5007383,69600.0,69640.0,69687.0,69724.0,69802.0,69836.0,69875.0,69893.0,69931.0,69966.0,70002.0,70032.0,70087.0,70112.0,70134.0,70176.0,70211.0,70226.0,70268.0,70332.0,70400.0,70460.0,70480.0,70517.0,70547.0,70600.0,70658.0,70717.0,70750.0,70783.0,70816.0,70887.0,70939.0,70997.0,71045.0,71085.0,71125.0,71179.0,71208.0,71291.0,71518.0,71588.0,71634.0,71789.0,71929.0,72113.0,72223.0,72293.0,72332.0,72356.0,72406.0,72478.0,72552.0,72601.0,72645.0,72701.0,72746.0,72781.0,72862.0,72881.0,72967.0,73020.0,73043.0,73095.0,73129.0,73185.0,73203.0,73234.0,73265.0,73303.0,73334.0,73381.0,73439.0,73522.0,73602.0,73649.0,73694.0,73767.0,73869.0,73920.0,74002.0,74051.0,74081.0,74108.0,74163.0,74204.0,74242.0,74259.0,74306.0,74333.0,74366.0
5007413,67800.0,67843.0,67894.0,67936.0,68024.0,68062.0,68106.0,68126.0,68169.0,68209.0,68252.0,68288.0,68354.0,68384.0,68410.0,68460.0,68502.0,68519.0,68571.0,68651.0,68736.0,68802.0,68825.0,68866.0,68899.0,68958.0,69015.0,69073.0,69106.0,69139.0,69173.0,69256.0,69316.0,69377.0,69427.0,69473.0,69518.0,69569.0,69596.0,69708.0,70015.0,70095.0,70147.0,70324.0,70484.0,70694.0,70831.0,70914.0,70960.0,70990.0,71052.0,71142.0,71217.0,71270.0,71317.0,71384.0,71438.0,71474.0,71559.0,71579.0,71669.0,71728.0,71753.0,71812.0,71847.0,71903.0,71922.0,71954.0,71990.0,72034.0,72071.0,72127.0,72191.0,72283.0,72372.0,72424.0,72474.0,72555.0,72669.0,72719.0,72799.0,72848.0,72878.0,72905.0,72960.0,73001.0,73039.0,73056.0,73103.0,73130.0,73164.0
5007901,29400.0,29454.0,29518.0,29574.0,29692.0,29743.0,29802.0,29829.0,29887.0,29939.0,29990.0,30032.0,30109.0,30144.0,30175.0,30234.0,30283.0,30303.0,30363.0,30446.0,30536.0,30645.0,30682.0,30750.0,30792.0,30867.0,30949.0,31032.0,31083.0,31135.0,31188.0,31313.0,31404.0,31488.0,31558.0,31625.0,31692.0,31790.0,31843.0,31964.0,32296.0,32383.0,32440.0,32634.0,32809.0,33039.0,33176.0,33277.0,33333.0,33361.0,33417.0,33495.0,33575.0,33627.0,33673.0,33735.0,33785.0,33819.0,33903.0,33923.0,34013.0,34077.0,34104.0,34168.0,34209.0,34275.0,34296.0,34330.0,34374.0,34413.0,34451.0,34509.0,34578.0,34677.0,34772.0,34828.0,34882.0,34956.0,35060.0,35113.0,35196.0,35244.0,35273.0,35300.0,35355.0,35395.0,35432.0,35449.0,35495.0,35522.0,35556.0
5007903,44400.0,44446.0,44500.0,44548.0,44650.0,44694.0,44745.0,44768.0,44819.0,44865.0,44912.0,44951.0,45023.0,45056.0,45085.0,45140.0,45186.0,45205.0,45258.0,45332.0,45412.0,45483.0,45507.0,45551.0,45585.0,45645.0,45712.0,45780.0,45818.0,45857.0,45896.0,45970.0,46024.0,46081.0,46128.0,46175.0,46222.0,46275.0,46304.0,46408.0,46692.0,46761.0,46806.0,46960.0,47099.0,47283.0,47415.0,47505.0,47554.0,47583.0,47641.0,47729.0,47819.0,47877.0,47929.0,48003.0,48064.0,48105.0,48205.0,48229.0,48336.0,48409.0,48440.0,48511.0,48556.0,48629.0,48652.0,48691.0,48739.0,48791.0,48834.0,48900.0,48986.0,49109.0,49227.0,49296.0,49363.0,49455.0,49584.0,49635.0,49717.0,49766.0,49796.0,49823.0,49879.0,49920.0,49958.0,49975.0,50022.0,50050.0,50086.0
5007905,59400.0,59448.0,59505.0,59547.0,59635.0,59673.0,59717.0,59737.0,59781.0,59825.0,59873.0,59913.0,59985.0,60018.0,60047.0,60102.0,60148.0,60167.0,60222.0,60298.0,60380.0,60448.0,60471.0,60514.0,60542.0,60592.0,60651.0,60711.0,60745.0,60779.0,60814.0,60897.0,60957.0,61022.0,61075.0,61125.0,61175.0,61226.0,61253.0,61366.0,61675.0,61756.0,61809.0,61989.0,62151.0,62363.0,62508.0,62598.0,62648.0,62680.0,62746.0,62845.0,62929.0,62992.0,63049.0,63121.0,63180.0,63222.0,63321.0,63345.0,63450.0,63523.0,63554.0,63625.0,63675.0,63756.0,63783.0,63827.0,63875.0,63942.0,63984.0,64048.0,64143.0,64279.0,64410.0,64487.0,64562.0,64653.0,64781.0,64845.0,64947.0,64997.0,65027.0,65054.0,65110.0,65151.0,65189.0,65206.0,65253.0,65281.0,65317.0
5008439,27000.0,27043.0,27095.0,27139.0,27232.0,27272.0,27319.0,27340.0,27387.0,27430.0,27476.0,27514.0,27584.0,27616.0,27644.0,27697.0,27742.0,27761.0,27815.0,27896.0,27983.0,28067.0,28095.0,28147.0,28187.0,28258.0,28340.0,28422.0,28467.0,28513.0,28560.0,28681.0,28768.0,28841.0,28902.0,28967.0,29031.0,29111.0,29154.0,29265.0,29569.0,29637.0,29682.0,29834.0,29972.0,30152.0,30321.0,30424.0,30480.0,30511.0,30575.0,30654.0,30730.0,30793.0,30849.0,30927.0,30990.0,31042.0,31148.0,31174.0,31287.0,31355.0,31384.0,31451.0,31496.0,31569.0,31621.0,31707.0,31798.0,31855.0,31898.0,31965.0,32037.0,32140.0,32239.0,32297.0,32353.0,32429.0,32536.0,32589.0,32673.0,32722.0,32752.0,32779.0,32835.0,32876.0,32914.0,32931.0,32978.0,33006.0,33040.0
5008441,41700.0,41746.0,41800.0,41848.0,41950.0,41994.0,42045.0,42068.0,42119.0,42165.0,42212.0,42251.0,42323.0,42356.0,42385.0,42440.0,42486.0,42505.0,42558.0,42632.0,42712.0,42783.0,42807.0,42851.0,42885.0,42945.0,43012.0,43080.0,43118.0,43157.0,43196.0,43270.0,43324.0,43381.0,43428.0,43475.0,43522.0,43575.0,43604.0,43708.0,43992.0,44061.0,44106.0,44260.0,44399.0,44583.0,44715.0,44805.0,44854.0,44883.0,44941.0,45029.0,45119.0,45177.0,45229.0,45303.0,45364.0,45405.0,45505.0,45529.0,45636.0,45709.0,45740.0,45811.0,45856.0,45929.0,45952.0,45991.0,46039.0,46091.0,46134.0,46200.0,46286.0,46409.0,46527.0,46596.0,46663.0,46755.0,46884.0,46935.0,47017.0,47066.0,47096.0,47123.0,47179.0,47220.0,47258.0,47275.0,47322.0,47350.0,47386.0
5008443,56400.0,56444.0,56497.0,56540.0,56630.0,56669.0,56714.0,56735.0,56779.0,56823.0,56871.0,56911.0,56984.0,57018.0,57047.0,57103.0,57150.0,57169.0,57226.0,57310.0,57401.0,57470.0,57493.0,57536.0,57568.0,57624.0,57686.0,57749.0,57788.0,57827.0,57866.0,57950.0,58011.0,58072.0,58122.0,58164.0,58205.0,58261.0,58291.0,58394.0,58676.0,58750.0,58798.0,58963.0,59112.0,59307.0,59467.0,59566.0,59620.0,59648.0,59706.0,59801.0,59893.0,59954.0,60008.0,60097.0,60169.0,60221.0,60325.0,60350.0,60461.0,60558.0,60599.0,60694.0,60745.0,60828.0,60860.0,60914.0,60988.0,61059.0,61108.0,61183.0,61285.0,61431.0,61571.0,61653.0,61732.0,61846.0,62004.0,62063.0,62157.0,62207.0,62237.0,62264.0,62320.0,62361.0,62399.0,62416.0,62463.0,62491.0,62527.0
5008603,33600.0,33657.0,33725.0,33769.0,33861.0,33901.0,33947.0,33968.0,34014.0,34050.0,34093.0,34129.0,34195.0,34225.0,34251.0,34301.0,34343.0,34360.0,34412.0,34495.0,34584.0,34641.0,34660.0,34695.0,34728.0,34787.0,34864.0,34941.0,34975.0,35009.0,35043.0,35122.0,35179.0,35229.0,35271.0,35309.0,35346.0,35407.0,35440.0,35536.0,35798.0,35856.0,35894.0,36024.0,36141.0,36296.0,36398.0,36477.0,36521.0,36545.0,36593.0,36665.0,36729.0,36777.0,36820.0,36888.0,36943.0,36978.0,37062.0,37082.0,37172.0,37229.0,37253.0,37310.0,37344.0,37399.0,37417.0,37448.0,37476.0,37518.0,37555.0,37611.0,37675.0,37767.0,37856.0,37908.0,37958.0,38024.0,38116.0,38164.0,38239.0,38289.0,38319.0,38346.0,38402.0,38443.0,38481.0,38498.0,38545.0,38573.0,38609.0
5009546,32700.0,32744.0,32797.0,32848.0,32956.0,33003.0,33057.0,33082.0,33135.0,33183.0,33235.0,33278.0,33357.0,33393.0,33425.0,33485.0,33535.0,33556.0,33615.0,33689.0,33769.0,33842.0,33867.0,33913.0,33946.0,34004.0,34069.0,34134.0,34175.0,34217.0,34259.0,34352.0,34420.0,34478.0,34526.0,34586.0,34646.0,34708.0,34741.0,34857.0,35175.0,35247.0,35294.0,35454.0,35598.0,35787.0,35925.0,36013.0,36061.0,36089.0,36145.0,36236.0,36332.0,36381.0,36425.0,36494.0,36550.0,36592.0,36680.0,36701.0,36794.0,36863.0,36892.0,36960.0,36999.0,37063.0,37086.0,37124.0,37169.0,37213.0,37255.0,37319.0,37397.0,37509.0,37617.0,37680.0,37741.0,37828.0,37949.0,38002.0,38086.0,38135.0,38165.0,38192.0,38248.0,38289.0,38327.0,38344.0,38391.0,38419.0,38453.0
5009548,47100.0,47146.0,47200.0,47248.0,47350.0,47394.0,47445.0,47468.0,47519.0,47565.0,47612.0,47651.0,47723.0,47756.0,47785.0,47840.0,47886.0,47905.0,47958.0,48032.0,48112.0,48183.0,48207.0,48251.0,48285.0,48345.0,48412.0,48480.0,48518.0,48557.0,48596.0,48670.0,48724.0,48781.0,48828.0,48875.0,48922.0,48975.0,49004.0,49108.0,49392.0,49461.0,49506.0,49660.0,49799.0,49983.0,50115.0,50205.0,50254.0,50283.0,50341.0,50429.0,50519.0,50577.0,50629.0,50703.0,50764.0,50805.0,50905.0,50929.0,51036.0,51109.0,51140.0,51211.0,51256.0,51329.0,51352.0,51391.0,51439.0,51491.0,51534.0,51600.0,51686.0,51809.0,51927.0,51996.0,52063.0,52155.0,52284.0,52335.0,52417.0,52466.0,52496.0,52523.0,52579.0,52620.0,52658.0,52675.0,52722.0,52750.0,52786.0
5009550,62400.0,62443.0,62494.0,62536.0,62624.0,62662.0,62706.0,62726.0,62769.0,62809.0,62852.0,62888.0,62954.0,62984.0,63010.0,63060.0,63102.0,63119.0,63171.0,63251.0,63336.0,63402.0,63425.0,63466.0,63499.0,63558.0,63615.0,63673.0,63706.0,63739.0,63773.0,63856.0,63916.0,63977.0,64027.0,64073.0,64118.0,64169.0,64196.0,64308.0,64615.0,64695.0,64747.0,64924.0,65084.0,65294.0,65431.0,65514.0,65560.0,65590.0,65652.0,65742.0,65817.0,65870.0,65917.0,65984.0,66038.0,66074.0,66159.0,66179.0,66269.0,66328.0,66353.0,66412.0,66447.0,66503.0,66522.0,66554.0,66590.0,66634.0,66671.0,66727.0,66791.0,66883.0,66972.0,67024.0,67074.0,67155.0,67269.0,67319.0,67399.0,67448.0,67478.0,67505.0,67560.0,67601.0,67639.0,67656.0,67703.0,67730.0,67764.0
5010668,24000.0,24033.0,24073.0,24113.0,24197.0,24233.0,24275.0,24294.0,24337.0,24376.0,24419.0,24454.0,24519.0,24549.0,24575.0,24624.0,24665.0,24682.0,24732.0,24797.0,24866.0,24922.0,24941.0,24976.0,25007.0,25062.0,25120.0,25179.0,25212.0,25245.0,25278.0,25351.0,25403.0,25459.0,25506.0,25561.0,25615.0,25677.0,25710.0,25796.0,26033.0,26088.0,26124.0,26248.0,26360.0,26506.0,26627.0,26703.0,26745.0,26767.0,26811.0,26885.0,26960.0,27010.0,27055.0,27112.0,27159.0,27195.0,27279.0,27299.0,27389.0,27437.0,27457.0,27504.0,27549.0,27623.0,27644.0,27680.0,27735.0,27780.0,27818.0,27877.0,27941.0,28032.0,28120.0,28171.0,28221.0,28285.0,28374.0,28423.0,28500.0,28547.0,28576.0,28602.0,28655.0,28694.0,28730.0,28746.0,28791.0,28817.0,28850.0
5010670,38100.0,38146.0,38200.0,38248.0,38350.0,38394.0,38445.0,38468.0,38519.0,38565.0,38612.0,38651.0,38723.0,38756.0,38785.0,38840.0,38886.0,38905.0,38958.0,39032.0,39112.0,39183.0,39207.0,39251.0,39285.0,39345.0,39412.0,39480.0,39518.0,39557.0,39596.0,39670.0,39724.0,39781.0,39828.0,39875.0,39922.0,39975.0,40004.0,40108.0,40392.0,40461.0,40506.0,40660.0,40799.0,40983.0,41115.0,41205.0,41254.0,41283.0,41341.0,41429.0,41519.0,41577.0,41629.0,41703.0,41764.0,41805.0,41905.0,41929.0,42036.0,42109.0,42140.0,42211.0,42256.0,42329.0,42352.0,42391.0,42439.0,42491.0,42534.0,42600.0,42686.0,42809.0,42927.0,42996.0,43063.0,43155.0,43284.0,43335.0,43417.0,43466.0,43496.0,43523.0,43579.0,43620.0,43658.0,43675.0,43722.0,43750.0,43786.0
5010672,53400.0,53444.0,53497.0,53540.0,53630.0,53669.0,53714.0,53735.0,53779.0,53823.0,53871.0,53911.0,53984.0,54018.0,54047.0,54103.0,54150.0,54169.0,54226.0,54310.0,54401.0,54470.0,54493.0,54536.0,54568.0,54624.0,54686.0,54749.0,54788.0,54827.0,54866.0,54950.0,55011.0,55072.0,55122.0,55164.0,55205.0,55261.0,55291.0,55394.0,55676.0,55750.0,55798.0,55963.0,56112.0,56307.0,56467.0,56566.0,56620.0,56648.0,56706.0,56801.0,56893.0,56954.0,57008.0,57097.0,57169.0,57221.0,57325.0,57350.0,57461.0,57558.0,57599.0,57694.0,57745.0,57828.0,57860.0,57914.0,57988.0,58059.0,58108.0,58183.0,58285.0,58431.0,58571.0,58653.0,58732.0,58846.0,59004.0,59063.0,59157.0,59207.0,59237.0,59264.0,59320.0,59361.0,59399.0,59416.0,59463.0,59491.0,59527.0
5010794,34500.0,34544.0,34597.0,34648.0,34756.0,34803.0,34857.0,34882.0,34935.0,34983.0,35035.0,35078.0,35157.0,35193.0,35225.0,35285.0,35335.0,35356.0,35415.0,35489.0,35569.0,35642.0,35667.0,35713.0,35746.0,35804.0,35869.0,35934.0,35975.0,36017.0,36059.0,36152.0,36220.0,36278.0,36326.0,36386.0,36446.0,36508.0,36541.0,36657.0,36975.0,37047.0,37094.0,37254.0,37398.0,37587.0,37725.0,37813.0,37861.0,37889.0,37945.0,38036.0,38132.0,38181.0,38225.0,38294.0,38350.0,38392.0,38480.0,38501.0,38594.0,38663.0,38692.0,38760.0,38799.0,38863.0,38886.0,38924.0,38969.0,39013.0,39055.0,39119.0,39197.0,39309.0,39417.0,39480.0,39541.0,39628.0,39749.0,39802.0,39886.0,39935.0,39965.0,39992.0,40048.0,40089.0,40127.0,40144.0,40191.0,40219.0,40253.0
5010796,49200.0,49246.0,49300.0,49348.0,49450.0,49494.0,49545.0,49568.0,49619.0,49665.0,49712.0,49751.0,49823.0,49856.0,49885.0,49940.0,49986.0,50005.0,50058.0,50132.0,50212.0,50283.0,50307.0,50351.0,50385.0,50445.0,50512.0,50580.0,50618.0,50657.0,50696.0,50770.0,50824.0,50881.0,50928.0,50975.0,51022.0,51075.0,51104.0,51208.0,51492.0,51561.0,51606.0,51760.0,51899.0,52083.0,52215.0,52305.0,52354.0,52383.0,52441.0,52529.0,52619.0,52677.0,52729.0,52803.0,52864.0,52905.0,53005.0,53029.0,53136.0,53209.0,53240.0,53311.0,53356.0,53429.0,53452.0,53491.0,53539.0,53591.0,53634.0,53700.0,53786.0,53909.0,54027.0,54096.0,54163.0,54255.0,54384.0,54435.0,54517.0,54566.0,54596.0,54623.0,54679.0,54720.0,54758.0,54775.0,54822.0,54850.0,54886.0
5010798,64200.0,64243.0,64294.0,64336.0,64424.0,64462.0,64506.0,64526.0,64569.0,64609.0,64652.0,64688.0,64754.0,64784.0,64810.0,64860.0,64902.0,64919.0,64971.0,65051.0,65136.0,65202.0,65225.0,65266.0,65299.0,65358.0,65415.0,65473.0,65506.0,65539.0,65573.0,65656.0,65716.0,65777.0,65827.0,65873.0,65918.0,65969.0,65996.0,66108.0,66415.0,66495.0,66547.0,66724.0,66884.0,67094.0,67231.0,67314.0,67360.0,67390.0,67452.0,67542.0,67617.0,67670.0,67717.0,67784.0,67838.0,67874.0,67959.0,67979.0,68069.0,68128.0,68153.0,68212.0,68247.0,68303.0,68322.0,68354.0,68390.0,68434.0,68471.0,68527.0,68591.0,68683.0,68772.0,68824.0,68874.0,68955.0,69069.0,69119.0,69199.0,69248.0,69278.0,69305.0,69360.0,69401.0,69439.0,69456.0,69503.0,69530.0,69564.0
5011326,25800.0,25843.0,25895.0,25939.0,26032.0,26072.0,26119.0,26140.0,26187.0,26230.0,26276.0,26314.0,26384.0,26416.0,26444.0,26497.0,26542.0,26561.0,26615.0,26696.0,26783.0,26867.0,26895.0,26947.0,26987.0,27058.0,27140.0,27222.0,27267.0,27313.0,27360.0,27481.0,27568.0,27641.0,27702.0,27767.0,27831.0,27911.0,27954.0,28065.0,28369.0,28437.0,28482.0,28634.0,28772.0,28952.0,29121.0,29224.0,29280.0,29311.0,29375.0,29454.0,29530.0,29593.0,29649.0,29727.0,29790.0,29842.0,29948.0,29974.0,30087.0,30155.0,30184.0,30251.0,30296.0,30369.0,30421.0,30507.0,30598.0,30655.0,30698.0,30765.0,30837.0,30940.0,31039.0,31097.0,31153.0,31229.0,31336.0,31389.0,31473.0,31522.0,31552.0,31579.0,31635.0,31676.0,31714.0,31731.0,31778.0,31806.0,31840.0
5011328,52800.0,52844.0,52897.0,52940.0,53030.0,53069.0,53114.0,53135.0,53179.0,53223.0,53271.0,53311.0,53384.0,53418.0,53447.0,53503.0,53550.0,53569.0,53626.0,53710.0,53801.0,53870.0,53893.0,53936.0,53968.0,54024.0,54086.0,54149.0,54188.0,54227.0,54266.0,54350.0,54411.0,54472.0,54522.0,54564.0,54605.0,54661.0,54691.0,54794.0,55076.0,55150.0,55198.0,55363.0,55512.0,55707.0,55867.0,55966.0,56020.0,56048.0,56106.0,56201.0,56293.0,56354.0,56408.0,56497.0,56569.0,56621.0,56725.0,56750.0,56861.0,56958.0,56999.0,57094.0,57145.0,57228.0,57260.0,57314.0,57388.0,57459.0,57508.0,57583.0,57685.0,57831.0,57971.0,58053.0,58132.0,58246.0,58404.0,58463.0,58557.0,58607.0,58637.0,58664.0,58720.0,58761.0,58799.0,58816.0,58863.0,58891.0,58927.0
5011330,68400.0,68440.0,68487.0,68524.0,68602.0,68636.0,68675.0,68693.0,68731.0,68766.0,68802.0,68832.0,68887.0,68912.0,68934.0,68976.0,69011.0,69026.0,69068.0,69132.0,69200.0,69260.0,69280.0,69317.0,69347.0,69400.0,69458.0,69517.0,69550.0,69583.0,69616.0,69687.0,69739.0,69797.0,69845.0,69885.0,69925.0,69979.0,70008.0,70091.0,70318.0,70388.0,70434.0,70589.0,70729.0,70913.0,71023.0,71093.0,71132.0,71156.0,71206.0,71278.0,71352.0,71401.0,71445.0,71501.0,71546.0,71581.0,71662.0,71681.0,71767.0,71820.0,71843.0,71895.0,71929.0,71985.0,72003.0,72034.0,72065.0,72103.0,72134.0,72181.0,72239.0,72322.0,72402.0,72449.0,72494.0,72567.0,72669.0,72720.0,72802.0,72851.0,72881.0,72908.0,72963.0,73004.0,73042.0,73059.0,73106.0,73133.0,73166.0
5011332,81000.0,81045.0,81099.0,81135.0,81211.0,81244.0,81282.0,81299.0,81336.0,81373.0,81408.0,81437.0,81491.0,81516.0,81538.0,81579.0,81613.0,81627.0,81669.0,81732.0,81799.0,81847.0,81863.0,81894.0,81921.0,81968.0,82018.0,82068.0,82095.0,82122.0,82149.0,82222.0,82274.0,82321.0,82360.0,82396.0,82431.0,82472.0,82494.0,82570.0,82779.0,82846.0,82890.0,83038.0,83172.0,83347.0,83450.0,83517.0,83554.0,83580.0,83632.0,83698.0,83751.0,83795.0,83834.0,83886.0,83928.0,83963.0,84039.0,84057.0,84138.0,84183.0,84202.0,84247.0,84277.0,84325.0,84342.0,84370.0,84399.0,84435.0,84465.0,84512.0,84565.0,84640.0,84712.0,84754.0,84795.0,84859.0,84948.0,84995.0,85069.0,85118.0,85148.0,85175.0,85231.0,85272.0,85310.0,85327.0,85374.0,85402.0,85436.0
5012189,28800.0,28843.0,28895.0,28939.0,29032.0,29072.0,29119.0,29140.0,29187.0,29230.0,29276.0,29314.0,29384.0,29416.0,29444.0,29497.0,29542.0,29561.0,29615.0,29696.0,29783.0,29867.0,29895.0,29947.0,29987.0,30058.0,30140.0,30222.0,30267.0,30313.0,30360.0,30481.0,30568.0,30641.0,30702.0,30767.0,30831.0,30911.0,30954.0,31065.0,31369.0,31437.0,31482.0,31634.0,31772.0,31952.0,32121.0,32224.0,32280.0,32311.0,32375.0,32454.0,32530.0,32593.0,32649.0,32727.0,32790.0,32842.0,32948.0,32974.0,33087.0,33155.0,33184.0,33251.0,33296.0,33369.0,33421.0,33507.0,33598.0,33655.0,33698.0,33765.0,33837.0,33940.0,34039.0,34097.0,34153.0,34229.0,34336.0,34389.0,34473.0,34522.0,34552.0,34579.0,34635.0,34676.0,34714.0,34731.0,34778.0,34806.0,34840.0
5012191,43500.0,43546.0,43600.0,43648.0,43750.0,43794.0,43845.0,43868.0,43919.0,43965.0,44012.0,44051.0,44123.0,44156.0,44185.0,44240.0,44286.0,44305.0,44358.0,44432.0,44512.0,44583.0,44607.0,44651.0,44685.0,44745.0,44812.0,44880.0,44918.0,44957.0,44996.0,45070.0,45124.0,45181.0,45228.0,45275.0,45322.0,45375.0,45404.0,45508.0,45792.0,45861.0,45906.0,46060.0,46199.0,46383.0,46515.0,46605.0,46654.0,46683.0,46741.0,46829.0,46919.0,46977.0,47029.0,47103.0,47164.0,47205.0,47305.0,47329.0,47436.0,47509.0,47540.0,47611.0,47656.0,47729.0,47752.0,47791.0,47839.0,47891.0,47934.0,48000.0,48086.0,48209.0,48327.0,48396.0,48463.0,48555.0,48684.0,48735.0,48817.0,48866.0,48896.0,48923.0,48979.0,49020.0,49058.0,49075.0,49122.0,49150.0,49186.0
5012193,58200.0,58248.0,58305.0,58347.0,58435.0,58473.0,58517.0,58537.0,58581.0,58625.0,58673.0,58713.0,58785.0,58818.0,58847.0,58902.0,58948.0,58967.0,59022.0,59098.0,59180.0,59248.0,59271.0,59314.0,59342.0,59392.0,59451.0,59511.0,59545.0,59579.0,59614.0,59697.0,59757.0,59822.0,59875.0,59925.0,59975.0,60026.0,60053.0,60166.0,60475.0,60556.0,60609.0,60789.0,60951.0,61163.0,61308.0,61398.0,61448.0,61480.0,61546.0,61645.0,61729.0,61792.0,61849.0,61921.0,61980.0,62022.0,62121.0,62145.0,62250.0,62323.0,62354.0,62425.0,62475.0,62556.0,62583.0,62627.0,62675.0,62742.0,62784.0,62848.0,62943.0,63079.0,63210.0,63287.0,63362.0,63453.0,63581.0,63645.0,63747.0,63797.0,63827.0,63854.0,63910.0,63951.0,63989.0,64006.0,64053.0,64081.0,64117.0
5012597,33600.0,33644.0,33697.0,33748.0,33856.0,33903.0,33957.0,33982.0,34035.0,34083.0,34135.0,34178.0,34257.0,34293.0,34325.0,34385.0,34435.0,34456.0,34515.0,34589.0,34669.0,34742.0,34767.0,34813.0,34846.0,34904.0,34969.0,35034.0,35075.0,35117.0,35159.0,35252.0,35320.0,35378.0,35426.0,35486.0,35546.0,35608.0,35641.0,35757.0,36075.0,36147.0,36194.0,36354.0,36498.0,36687.0,36825.0,36913.0,36961.0,36989.0,37045.0,37136.0,37232.0,37281.0,37325.0,37394.0,37450.0,37492.0,37580.0,37601.0,37694.0,37763.0,37792.0,37860.0,37899.0,37963.0,37986.0,38024.0,38069.0,38113.0,38155.0,38219.0,38297.0,38409.0,38517.0,38580.0,38641.0,38728.0,38849.0,38902.0,38986.0,39035.0,39065.0,39092.0,39148.0,39189.0,39227.0,39244.0,39291.0,39319.0,39353.0
5012599,48000.0,48046.0,48100.0,48148.0,48250.0,48294.0,48345.0,48368.0,48419.0,48465.0,48512.0,48551.0,48623.0,48656.0,48685.0,48740.0,48786.0,48805.0,48858.0,48932.0,49012.0,49083.0,49107.0,49151.0,49185.0,49245.0,49312.0,49380.0,49418.0,49457.0,49496.0,49570.0,49624.0,49681.0,49728.0,49775.0,49822.0,49875.0,49904.0,50008.0,50292.0,50361.0,50406.0,50560.0,50699.0,50883.0,51015.0,51105.0,51154.0,51183.0,51241.0,51329.0,51419.0,51477.0,51529.0,51603.0,51664.0,51705.0,51805.0,51829.0,51936.0,52009.0,52040.0,52111.0,52156.0,52229.0,52252.0,52291.0,52339.0,52391.0,52434.0,52500.0,52586.0,52709.0,52827.0,52896.0,52963.0,53055.0,53184.0,53235.0,53317.0,53366.0,53396.0,53423.0,53479.0,53520.0,53558.0,53575.0,53622.0,53650.0,53686.0
5012601,63000.0,63043.0,63094.0,63136.0,63224.0,63262.0,63306.0,63326.0,63369.0,63409.0,63452.0,63488.0,63554.0,63584.0,63610.0,63660.0,63702.0,63719.0,63771.0,63851.0,63936.0,64002.0,64025.0,64066.0,64099.0,64158.0,64215.0,64273.0,64306.0,64339.0,64373.0,64456.0,64516.0,64577.0,64627.0,64673.0,64718.0,64769.0,64796.0,64908.0,65215.0,65295.0,65347.0,65524.0,65684.0,65894.0,66031.0,66114.0,66160.0,66190.0,66252.0,66342.0,66417.0,66470.0,66517.0,66584.0,66638.0,66674.0,66759.0,66779.0,66869.0,66928.0,66953.0,67012.0,67047.0,67103.0,67122.0,67154.0,67190.0,67234.0,67271.0,67327.0,67391.0,67483.0,67572.0,67624.0,67674.0,67755.0,67869.0,67919.0,67999.0,68048.0,68078.0,68105.0,68160.0,68201.0,68239.0,68256.0,68303.0,68330.0,68364.0
