tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P
5005730,40200.0,40341.0,40442.0,40545.0,40615.0,40850.0,41024.0,41245.0,41368.0,41461.0,41522.0,41590.0,41652.0,41700.0,41737.0,41793.0,41847.0,41882.0,41958.0,42014.0,42044.0,42070.0,42132.0,42198.0,42259.0,42302.0,42371.0,42438.0,42482.0,42581.0,42620.0,42684.0,42723.0,42796.0,42838.0,42868.0,42908.0,42960.0,43042.0,43117.0,43137.0,43167.0,43196.0,43236.0,43270.0,43328.0,43385.0,43454.0,43499.0,43577.0,43603.0,43655.0,43668.0,43697.0,43720.0,43807.0,43915.0,43974.0,44067.0,44171.0,44225.0,44294.0,44366.0,44416.0,44477.0,44532.0,44613.0,44643.0,44694.0,44776.0
5005732,52200.0,52332.0,52427.0,52508.0,52564.0,52778.0,52936.0,53168.0,53296.0,53394.0,53458.0,53529.0,53594.0,53657.0,53704.0,53770.0,53833.0,53872.0,53979.0,54059.0,54096.0,54127.0,54189.0,54260.0,54327.0,54378.0,54460.0,54532.0,54587.0,54695.0,54740.0,54811.0,54854.0,54936.0,54984.0,55019.0,55068.0,55127.0,55219.0,55304.0,55326.0,55360.0,55393.0,55442.0,55484.0,55556.0,55616.0,55701.0,55756.0,55852.0,55881.0,55941.0,55954.0,55982.0,56012.0,56167.0,56291.0,56351.0,56444.0,56549.0,56607.0,56682.0,56757.0,56809.0,56873.0,56930.0,57021.0,57054.0,57112.0,57203.0
5005734,64800.0,64984.0,65115.0,65209.0,65273.0,65544.0,65744.0,65990.0,66127.0,66231.0,66299.0,66391.0,66474.0,66551.0,66609.0,66687.0,66762.0,66805.0,66915.0,66996.0,67029.0,67058.0,67128.0,67204.0,67274.0,67327.0,67413.0,67482.0,67534.0,67652.0,67699.0,67783.0,67829.0,67918.0,67969.0,68005.0,68056.0,68113.0,68202.0,68287.0,68309.0,68342.0,68374.0,68420.0,68460.0,68527.0,68586.0,68656.0,68701.0,68781.0,68809.0,68867.0,68880.0,68909.0,68929.0,69017.0,69097.0,69143.0,69216.0,69298.0,69344.0,69402.0,69470.0,69518.0,69580.0,69632.0,69712.0,69741.0,69791.0,69871.0
5005736,76800.0,76891.0,76956.0,77017.0,77058.0,77206.0,77316.0,77499.0,77601.0,77683.0,77736.0,77802.0,77862.0,77911.0,77948.0,77994.0,78038.0,78067.0,78132.0,78180.0,78206.0,78229.0,78273.0,78338.0,78398.0,78441.0,78511.0,78569.0,78611.0,78707.0,78743.0,78795.0,78834.0,78907.0,78950.0,78981.0,79018.0,79064.0,79137.0,79205.0,79223.0,79255.0,79285.0,79327.0,79363.0,79424.0,79473.0,79537.0,79579.0,79649.0,79675.0,79729.0,79740.0,79765.0,79783.0,79843.0,79897.0,79932.0,79986.0,80047.0,80080.0,80123.0,80179.0,80218.0,80276.0,80330.0,80392.0,80415.0,80454.0,80516.0
5006139,24000.0,24127.0,24218.0,24301.0,24357.0,24561.0,24711.0,24857.0,24938.0,25021.0,25075.0,25152.0,25223.0,25282.0,25327.0,25387.0,25445.0,25479.0,25575.0,25647.0,25682.0,25713.0,25770.0,25831.0,25887.0,25937.0,26017.0,26075.0,26120.0,26222.0,26268.0,26334.0,26377.0,26458.0,26504.0,26536.0,26581.0,26633.0,26715.0,26814.0,26840.0,26867.0,26892.0,26940.0,26981.0,27050.0,27111.0,27192.0,27245.0,27323.0,27352.0,27411.0,27423.0,27450.0,27479.0,27602.0,27704.0,27751.0,27825.0,27907.0,27954.0,28013.0,28070.0,28110.0,28162.0,28209.0,28311.0,28348.0,28412.0,28514.0
5006141,36600.0,36762.0,36877.0,37033.0,37139.0,37432.0,37648.0,37876.0,38002.0,38092.0,38150.0,38216.0,38276.0,38324.0,38360.0,38411.0,38459.0,38486.0,38566.0,38626.0,38654.0,38678.0,38750.0,38810.0,38866.0,38906.0,38969.0,39016.0,39057.0,39150.0,39183.0,39223.0,39255.0,39317.0,39356.0,39383.0,39425.0,39466.0,39530.0,39597.0,39615.0,39640.0,39662.0,39700.0,39733.0,39788.0,39834.0,39895.0,39934.0,40009.0,40033.0,40082.0,40093.0,40119.0,40139.0,40224.0,40308.0,40365.0,40454.0,40553.0,40606.0,40674.0,40738.0,40782.0,40835.0,40884.0,40960.0,40988.0,41036.0,41112.0
5006143,48600.0,48732.0,48827.0,48908.0,48964.0,49178.0,49336.0,49568.0,49696.0,49794.0,49858.0,49929.0,49994.0,50057.0,50104.0,50170.0,50233.0,50272.0,50379.0,50459.0,50496.0,50527.0,50589.0,50660.0,50727.0,50778.0,50860.0,50932.0,50987.0,51095.0,51140.0,51211.0,51254.0,51336.0,51384.0,51419.0,51468.0,51527.0,51619.0,51704.0,51726.0,51760.0,51793.0,51842.0,51884.0,51956.0,52016.0,52101.0,52156.0,52252.0,52281.0,52341.0,52354.0,52382.0,52412.0,52567.0,52691.0,52751.0,52844.0,52949.0,53007.0,53082.0,53157.0,53209.0,53273.0,53330.0,53421.0,53454.0,53512.0,53603.0
5006145,61200.0,61409.0,61558.0,61653.0,61717.0,62005.0,62218.0,62486.0,62635.0,62747.0,62820.0,62908.0,62989.0,63064.0,63121.0,63198.0,63271.0,63314.0,63414.0,63489.0,63528.0,63562.0,63614.0,63699.0,63778.0,63838.0,63935.0,64009.0,64069.0,64192.0,64240.0,64322.0,64368.0,64457.0,64510.0,64548.0,64600.0,64667.0,64772.0,64858.0,64881.0,64916.0,64954.0,65008.0,65054.0,65133.0,65191.0,65275.0,65330.0,65449.0,65479.0,65541.0,65553.0,65581.0,65602.0,65798.0,65907.0,65960.0,66043.0,66137.0,66184.0,66243.0,66317.0,66368.0,66431.0,66487.0,66572.0,66603.0,66657.0,66741.0
5006147,73200.0,73325.0,73415.0,73485.0,73533.0,73711.0,73842.0,74060.0,74181.0,74276.0,74338.0,74410.0,74475.0,74534.0,74579.0,74634.0,74686.0,74724.0,74812.0,74877.0,74909.0,74936.0,74996.0,75070.0,75139.0,75186.0,75262.0,75318.0,75365.0,75462.0,75504.0,75576.0,75618.0,75698.0,75743.0,75775.0,75821.0,75872.0,75951.0,76026.0,76046.0,76079.0,76112.0,76157.0,76195.0,76260.0,76315.0,76385.0,76430.0,76502.0,76529.0,76584.0,76596.0,76624.0,76643.0,76718.0,76786.0,76826.0,76889.0,76959.0,76997.0,77046.0,77108.0,77151.0,77209.0,77261.0,77329.0,77354.0,77397.0,77466.0
5006149,82800.0,82891.0,82956.0,83017.0,83058.0,83206.0,83316.0,83499.0,83601.0,83683.0,83736.0,83802.0,83862.0,83911.0,83948.0,83994.0,84038.0,84067.0,84132.0,84180.0,84206.0,84229.0,84273.0,84338.0,84398.0,84441.0,84511.0,84569.0,84611.0,84707.0,84743.0,84795.0,84834.0,84907.0,84950.0,84981.0,85018.0,85064.0,85137.0,85205.0,85223.0,85255.0,85285.0,85327.0,85363.0,85424.0,85473.0,85537.0,85579.0,85649.0,85675.0,85729.0,85740.0,85765.0,85783.0,85843.0,85897.0,85932.0,85986.0,86047.0,86080.0,86123.0,86179.0,86218.0,86276.0,86330.0,86392.0,86415.0,86454.0,86516.0
5006911,33600.0,33809.0,33958.0,34157.0,34292.0,34697.0,34996.0,35250.0,35391.0,35497.0,35566.0,35638.0,35704.0,35750.0,35785.0,35841.0,35894.0,35931.0,36003.0,36056.0,36090.0,36119.0,36187.0,36251.0,36310.0,36345.0,36400.0,36456.0,36500.0,36599.0,36637.0,36680.0,36719.0,36793.0,36832.0,36859.0,36901.0,36947.0,37019.0,37087.0,37105.0,37131.0,37156.0,37197.0,37232.0,37292.0,37341.0,37402.0,37442.0,37513.0,37538.0,37590.0,37602.0,37630.0,37653.0,37739.0,37820.0,37872.0,37954.0,38045.0,38091.0,38150.0,38217.0,38263.0,38318.0,38365.0,38445.0,38474.0,38525.0,38605.0
5006913,45600.0,45732.0,45827.0,45908.0,45964.0,46178.0,46336.0,46568.0,46696.0,46794.0,46858.0,46929.0,46994.0,47057.0,47104.0,47170.0,47233.0,47272.0,47379.0,47459.0,47496.0,47527.0,47589.0,47660.0,47727.0,47778.0,47860.0,47932.0,47987.0,48095.0,48140.0,48211.0,48254.0,48336.0,48384.0,48419.0,48468.0,48527.0,48619.0,48704.0,48726.0,48760.0,48793.0,48842.0,48884.0,48956.0,49016.0,49101.0,49156.0,49252.0,49281.0,49341.0,49354.0,49382.0,49412.0,49567.0,49691.0,49751.0,49844.0,49949.0,50007.0,50082.0,50157.0,50209.0,50273.0,50330.0,50421.0,50454.0,50512.0,50603.0
5006915,57600.0,57786.0,57919.0,58003.0,58061.0,58295.0,58468.0,58721.0,58861.0,58968.0,59038.0,59124.0,59202.0,59271.0,59324.0,59394.0,59462.0,59513.0,59600.0,59665.0,59697.0,59724.0,59784.0,59864.0,59939.0,59994.0,60082.0,60154.0,60204.0,60329.0,60379.0,60458.0,60502.0,60585.0,60636.0,60673.0,60725.0,60783.0,60874.0,60959.0,60981.0,61013.0,61048.0,61100.0,61145.0,61222.0,61282.0,61369.0,61426.0,61539.0,61570.0,61632.0,61645.0,61674.0,61699.0,61869.0,61995.0,62047.0,62129.0,62221.0,62275.0,62344.0,62425.0,62481.0,62544.0,62599.0,62689.0,62722.0,62779.0,62869.0
5006917,70200.0,70325.0,70415.0,70485.0,70533.0,70711.0,70842.0,71060.0,71181.0,71276.0,71338.0,71410.0,71475.0,71534.0,71579.0,71634.0,71686.0,71724.0,71812.0,71877.0,71909.0,71936.0,71996.0,72070.0,72139.0,72186.0,72262.0,72318.0,72365.0,72462.0,72504.0,72576.0,72618.0,72698.0,72743.0,72775.0,72821.0,72872.0,72951.0,73026.0,73046.0,73079.0,73112.0,73157.0,73195.0,73260.0,73315.0,73385.0,73430.0,73502.0,73529.0,73584.0,73596.0,73624.0,73643.0,73718.0,73786.0,73826.0,73889.0,73959.0,73997.0,74046.0,74108.0,74151.0,74209.0,74261.0,74329.0,74354.0,74397.0,74466.0
5006919,80400.0,80491.0,80556.0,80617.0,80658.0,80806.0,80916.0,81099.0,81201.0,81283.0,81336.0,81402.0,81462.0,81511.0,81548.0,81594.0,81638.0,81667.0,81732.0,81780.0,81806.0,81829.0,81873.0,81938.0,81998.0,82041.0,82111.0,82169.0,82211.0,82307.0,82343.0,82395.0,82434.0,82507.0,82550.0,82581.0,82618.0,82664.0,82737.0,82805.0,82823.0,82855.0,82885.0,82927.0,82963.0,83024.0,83073.0,83137.0,83179.0,83249.0,83275.0,83329.0,83340.0,83365.0,83383.0,83443.0,83497.0,83532.0,83586.0,83647.0,83680.0,83723.0,83779.0,83818.0,83876.0,83930.0,83992.0,84015.0,84054.0,84116.0
5007179,24600.0,24727.0,24818.0,24901.0,24957.0,25161.0,25311.0,25457.0,25538.0,25621.0,25675.0,25752.0,25823.0,25882.0,25927.0,25987.0,26045.0,26079.0,26175.0,26247.0,26282.0,26313.0,26370.0,26431.0,26487.0,26537.0,26617.0,26675.0,26720.0,26822.0,26868.0,26934.0,26977.0,27058.0,27104.0,27136.0,27181.0,27233.0,27315.0,27414.0,27440.0,27467.0,27492.0,27540.0,27581.0,27650.0,27711.0,27792.0,27845.0,27923.0,27952.0,28011.0,28023.0,28050.0,28079.0,28202.0,28304.0,28351.0,28425.0,28507.0,28554.0,28613.0,28670.0,28710.0,28762.0,28809.0,28911.0,28948.0,29012.0,29114.0
5007181,37200.0,37362.0,37477.0,37633.0,37739.0,38032.0,38248.0,38476.0,38602.0,38692.0,38750.0,38816.0,38876.0,38924.0,38960.0,39011.0,39059.0,39086.0,39166.0,39226.0,39254.0,39278.0,39350.0,39410.0,39466.0,39506.0,39569.0,39616.0,39657.0,39750.0,39783.0,39823.0,39855.0,39917.0,39956.0,39983.0,40025.0,40066.0,40130.0,40197.0,40215.0,40240.0,40262.0,40300.0,40333.0,40388.0,40434.0,40495.0,40534.0,40609.0,40633.0,40682.0,40693.0,40719.0,40739.0,40824.0,40908.0,40965.0,41054.0,41153.0,41206.0,41274.0,41338.0,41382.0,41435.0,41484.0,41560.0,41588.0,41636.0,41712.0
5007183,49200.0,49332.0,49427.0,49508.0,49564.0,49778.0,49936.0,50168.0,50296.0,50394.0,50458.0,50529.0,50594.0,50657.0,50704.0,50770.0,50833.0,50872.0,50979.0,51059.0,51096.0,51127.0,51189.0,51260.0,51327.0,51378.0,51460.0,51532.0,51587.0,51695.0,51740.0,51811.0,51854.0,51936.0,51984.0,52019.0,52068.0,52127.0,52219.0,52304.0,52326.0,52360.0,52393.0,52442.0,52484.0,52556.0,52616.0,52701.0,52756.0,52852.0,52881.0,52941.0,52954.0,52982.0,53012.0,53167.0,53291.0,53351.0,53444.0,53549.0,53607.0,53682.0,53757.0,53809.0,53873.0,53930.0,54021.0,54054.0,54112.0,54203.0
5007185,61800.0,62009.0,62158.0,62253.0,62317.0,62605.0,62818.0,63086.0,63235.0,63347.0,63420.0,63508.0,63589.0,63664.0,63721.0,63798.0,63871.0,63914.0,64014.0,64089.0,64128.0,64162.0,64214.0,64299.0,64378.0,64438.0,64535.0,64609.0,64669.0,64792.0,64840.0,64922.0,64968.0,65057.0,65110.0,65148.0,65200.0,65267.0,65372.0,65458.0,65481.0,65516.0,65554.0,65608.0,65654.0,65733.0,65791.0,65875.0,65930.0,66049.0,66079.0,66141.0,66153.0,66181.0,66202.0,66398.0,66507.0,66560.0,66643.0,66737.0,66784.0,66843.0,66917.0,66968.0,67031.0,67087.0,67172.0,67203.0,67257.0,67341.0
5007187,73800.0,73925.0,74015.0,74085.0,74133.0,74311.0,74442.0,74660.0,74781.0,74876.0,74938.0,75010.0,75075.0,75134.0,75179.0,75234.0,75286.0,75324.0,75412.0,75477.0,75509.0,75536.0,75596.0,75670.0,75739.0,75786.0,75862.0,75918.0,75965.0,76062.0,76104.0,76176.0,76218.0,76298.0,76343.0,76375.0,76421.0,76472.0,76551.0,76626.0,76646.0,76679.0,76712.0,76757.0,76795.0,76860.0,76915.0,76985.0,77030.0,77102.0,77129.0,77184.0,77196.0,77224.0,77243.0,77318.0,77386.0,77426.0,77489.0,77559.0,77597.0,77646.0,77708.0,77751.0,77809.0,77861.0,77929.0,77954.0,77997.0,78066.0
5007521,36000.0,36134.0,36229.0,36291.0,36333.0,36496.0,36617.0,36809.0,36916.0,37004.0,37061.0,37123.0,37180.0,37232.0,37272.0,37327.0,37379.0,37407.0,37505.0,37578.0,37607.0,37632.0,37685.0,37742.0,37795.0,37838.0,37907.0,37965.0,38012.0,38125.0,38157.0,38206.0,38251.0,38336.0,38376.0,38404.0,38438.0,38491.0,38573.0,38649.0,38669.0,38694.0,38720.0,38756.0,38787.0,38838.0,38891.0,38964.0,39011.0,39098.0,39125.0,39180.0,39195.0,39228.0,39248.0,39410.0,39507.0,39565.0,39656.0,39757.0,39812.0,39883.0,39951.0,39998.0,40056.0,40112.0,40190.0,40219.0,40268.0,40346.0
5007523,47700.0,47820.0,47906.0,47987.0,48043.0,48252.0,48406.0,48652.0,48789.0,48868.0,48920.0,48987.0,49049.0,49100.0,49139.0,49194.0,49247.0,49295.0,49370.0,49425.0,49456.0,49482.0,49526.0,49590.0,49649.0,49697.0,49774.0,49830.0,49879.0,49967.0,50010.0,50064.0,50098.0,50163.0,50204.0,50233.0,50277.0,50330.0,50412.0,50471.0,50487.0,50518.0,50547.0,50589.0,50625.0,50687.0,50742.0,50809.0,50852.0,50935.0,50965.0,51025.0,51038.0,51067.0,51087.0,51325.0,51485.0,51542.0,51632.0,51733.0,51780.0,51840.0,51907.0,51953.0,52022.0,52078.0,52142.0,52165.0,52205.0,52270.0
5007525,60300.0,60425.0,60514.0,60592.0,60646.0,60870.0,61035.0,61284.0,61422.0,61530.0,61601.0,61693.0,61776.0,61828.0,61868.0,61922.0,61974.0,62016.0,62097.0,62158.0,62190.0,62217.0,62261.0,62324.0,62382.0,62424.0,62492.0,62538.0,62597.0,62686.0,62727.0,62770.0,62814.0,62898.0,62949.0,62986.0,63047.0,63113.0,63216.0,63276.0,63292.0,63325.0,63361.0,63403.0,63439.0,63500.0,63564.0,63640.0,63690.0,63767.0,63795.0,63852.0,63863.0,63889.0,63907.0,63982.0,64074.0,64128.0,64212.0,64307.0,64371.0,64452.0,64520.0,64567.0,64629.0,64688.0,64766.0,64794.0,64843.0,64921.0
5007527,72600.0,72710.0,72788.0,72878.0,72940.0,73230.0,73444.0,73677.0,73806.0,73889.0,73944.0,74014.0,74078.0,74123.0,74157.0,74219.0,74278.0,74320.0,74420.0,74495.0,74526.0,74553.0,74605.0,74667.0,74725.0,74773.0,74849.0,74912.0,74965.0,75075.0,75112.0,75158.0,75200.0,75281.0,75324.0,75355.0,75391.0,75446.0,75532.0,75629.0,75655.0,75690.0,75723.0,75768.0,75807.0,75872.0,75925.0,76001.0,76050.0,76131.0,76162.0,76225.0,76238.0,76267.0,76286.0,76374.0,76440.0,76486.0,76558.0,76638.0,76680.0,76734.0,76800.0,76846.0,76914.0,76973.0,77039.0,77063.0,77105.0,77170.0
5007529,84300.0,84400.0,84472.0,84524.0,84560.0,84741.0,84875.0,85082.0,85197.0,85287.0,85346.0,85418.0,85484.0,85528.0,85562.0,85608.0,85653.0,85688.0,85747.0,85790.0,85812.0,85831.0,85875.0,85931.0,85984.0,86019.0,86074.0,86126.0,86171.0,86268.0,86308.0,86347.0,86377.0,86434.0,86480.0,86513.0,86543.0,86591.0,86666.0,86749.0,86771.0,86801.0,86830.0,86873.0,86910.0,86974.0,87025.0,87091.0,87134.0,87209.0,87237.0,87295.0,87305.0,87329.0,87347.0,87411.0,87468.0,87499.0,87547.0,87601.0,87641.0,87692.0,87752.0,87794.0,87858.0,87913.0,87974.0,87996.0,88034.0,88095.0
5007722,34200.0,34409.0,34558.0,34757.0,34892.0,35297.0,35596.0,35850.0,35991.0,36097.0,36166.0,36238.0,36304.0,36350.0,36385.0,36441.0,36494.0,36531.0,36603.0,36656.0,36690.0,36719.0,36787.0,36851.0,36910.0,36945.0,37000.0,37056.0,37100.0,37199.0,37237.0,37280.0,37319.0,37393.0,37432.0,37459.0,37501.0,37547.0,37619.0,37687.0,37705.0,37731.0,37756.0,37797.0,37832.0,37892.0,37941.0,38002.0,38042.0,38113.0,38138.0,38190.0,38202.0,38230.0,38253.0,38339.0,38420.0,38472.0,38554.0,38645.0,38691.0,38750.0,38817.0,38863.0,38918.0,38965.0,39045.0,39074.0,39125.0,39205.0
5007724,46200.0,46332.0,46427.0,46508.0,46564.0,46778.0,46936.0,47168.0,47296.0,47394.0,47458.0,47529.0,47594.0,47657.0,47704.0,47770.0,47833.0,47872.0,47979.0,48059.0,48096.0,48127.0,48189.0,48260.0,48327.0,48378.0,48460.0,48532.0,48587.0,48695.0,48740.0,48811.0,48854.0,48936.0,48984.0,49019.0,49068.0,49127.0,49219.0,49304.0,49326.0,49360.0,49393.0,49442.0,49484.0,49556.0,49616.0,49701.0,49756.0,49852.0,49881.0,49941.0,49954.0,49982.0,50012.0,50167.0,50291.0,50351.0,50444.0,50549.0,50607.0,50682.0,50757.0,50809.0,50873.0,50930.0,51021.0,51054.0,51112.0,51203.0
5007726,58200.0,58386.0,58519.0,58603.0,58661.0,58895.0,59068.0,59321.0,59461.0,59568.0,59638.0,59724.0,59802.0,59871.0,59924.0,59994.0,60062.0,60113.0,60200.0,60265.0,60297.0,60324.0,60384.0,60464.0,60539.0,60594.0,60682.0,60754.0,60804.0,60929.0,60979.0,61058.0,61102.0,61185.0,61236.0,61273.0,61325.0,61383.0,61474.0,61559.0,61581.0,61613.0,61648.0,61700.0,61745.0,61822.0,61882.0,61969.0,62026.0,62139.0,62170.0,62232.0,62245.0,62274.0,62299.0,62469.0,62595.0,62647.0,62729.0,62821.0,62875.0,62944.0,63025.0,63081.0,63144.0,63199.0,63289.0,63322.0,63379.0,63469.0
5008080,41400.0,41520.0,41606.0,41687.0,41743.0,41952.0,42106.0,42352.0,42489.0,42568.0,42620.0,42687.0,42749.0,42800.0,42839.0,42894.0,42947.0,42995.0,43070.0,43125.0,43156.0,43182.0,43226.0,43290.0,43349.0,43397.0,43474.0,43530.0,43579.0,43667.0,43710.0,43764.0,43798.0,43863.0,43904.0,43933.0,43977.0,44030.0,44112.0,44171.0,44187.0,44218.0,44247.0,44289.0,44325.0,44387.0,44442.0,44509.0,44552.0,44635.0,44665.0,44725.0,44738.0,44767.0,44787.0,45025.0,45185.0,45242.0,45332.0,45433.0,45480.0,45540.0,45607.0,45653.0,45722.0,45778.0,45842.0,45865.0,45905.0,45970.0
5008082,53100.0,53221.0,53308.0,53388.0,53442.0,53637.0,53781.0,54016.0,54147.0,54235.0,54293.0,54347.0,54396.0,54456.0,54502.0,54563.0,54621.0,54659.0,54757.0,54829.0,54854.0,54875.0,54950.0,55015.0,55075.0,55135.0,55231.0,55303.0,55337.0,55455.0,55499.0,55550.0,55593.0,55676.0,55717.0,55747.0,55793.0,55855.0,55952.0,56031.0,56052.0,56082.0,56107.0,56159.0,56204.0,56279.0,56333.0,56408.0,56457.0,56535.0,56568.0,56637.0,56653.0,56690.0,56709.0,56801.0,56899.0,56959.0,57053.0,57158.0,57217.0,57292.0,57383.0,57447.0,57508.0,57573.0,57644.0,57670.0,57715.0,57787.0
5008084,65700.0,65814.0,65895.0,65984.0,66044.0,66338.0,66555.0,66788.0,66917.0,67010.0,67071.0,67137.0,67197.0,67253.0,67295.0,67365.0,67432.0,67468.0,67555.0,67620.0,67653.0,67682.0,67756.0,67829.0,67897.0,67948.0,68030.0,68096.0,68134.0,68271.0,68317.0,68391.0,68434.0,68517.0,68565.0,68600.0,68648.0,68701.0,68785.0,68862.0,68882.0,68910.0,68942.0,68992.0,69035.0,69107.0,69160.0,69232.0,69279.0,69363.0,69393.0,69454.0,69465.0,69490.0,69508.0,69581.0,69662.0,69717.0,69803.0,69899.0,69949.0,70013.0,70078.0,70123.0,70183.0,70237.0,70306.0,70331.0,70375.0,70445.0
5008086,77400.0,77500.0,77572.0,77624.0,77660.0,77841.0,77975.0,78182.0,78297.0,78387.0,78446.0,78518.0,78584.0,78628.0,78662.0,78708.0,78753.0,78788.0,78847.0,78890.0,78912.0,78931.0,78975.0,79031.0,79084.0,79119.0,79174.0,79226.0,79271.0,79368.0,79408.0,79447.0,79477.0,79534.0,79580.0,79613.0,79643.0,79691.0,79766.0,79849.0,79871.0,79901.0,79930.0,79973.0,80010.0,80074.0,80125.0,80191.0,80234.0,80309.0,80337.0,80395.0,80405.0,80429.0,80447.0,80511.0,80568.0,80599.0,80647.0,80701.0,80741.0,80792.0,80852.0,80894.0,80958.0,81013.0,81074.0,81096.0,81134.0,81195.0
5009882,26400.0,26506.0,26581.0,26635.0,26672.0,26817.0,26924.0,27055.0,27127.0,27172.0,27202.0,27246.0,27287.0,27336.0,27374.0,27428.0,27479.0,27505.0,27559.0,27599.0,27623.0,27643.0,27683.0,27732.0,27778.0,27816.0,27877.0,27922.0,27963.0,28063.0,28109.0,28183.0,28218.0,28285.0,28322.0,28348.0,28381.0,28430.0,28506.0,28561.0,28576.0,28602.0,28627.0,28665.0,28698.0,28754.0,28807.0,28869.0,28909.0,28968.0,28995.0,29051.0,29064.0,29092.0,29109.0,29162.0,29225.0,29253.0,29298.0,29348.0,29370.0,29398.0,29447.0,29481.0,29528.0,29575.0,29647.0,29673.0,29719.0,29791.0
5009884,36900.0,37034.0,37129.0,37191.0,37233.0,37396.0,37517.0,37709.0,37816.0,37904.0,37961.0,38023.0,38080.0,38132.0,38172.0,38227.0,38279.0,38307.0,38405.0,38478.0,38507.0,38532.0,38585.0,38642.0,38695.0,38738.0,38807.0,38865.0,38912.0,39025.0,39057.0,39106.0,39151.0,39236.0,39276.0,39304.0,39338.0,39391.0,39473.0,39549.0,39569.0,39594.0,39620.0,39656.0,39687.0,39738.0,39791.0,39864.0,39911.0,39998.0,40025.0,40080.0,40095.0,40128.0,40148.0,40310.0,40407.0,40465.0,40556.0,40657.0,40712.0,40783.0,40851.0,40898.0,40956.0,41012.0,41090.0,41119.0,41168.0,41246.0
5009888,61200.0,61325.0,61414.0,61492.0,61546.0,61770.0,61935.0,62184.0,62322.0,62430.0,62501.0,62593.0,62676.0,62728.0,62768.0,62822.0,62874.0,62916.0,62997.0,63058.0,63090.0,63117.0,63161.0,63224.0,63282.0,63324.0,63392.0,63438.0,63497.0,63586.0,63627.0,63670.0,63714.0,63798.0,63849.0,63886.0,63947.0,64013.0,64116.0,64176.0,64192.0,64225.0,64261.0,64303.0,64339.0,64400.0,64464.0,64540.0,64590.0,64667.0,64695.0,64752.0,64763.0,64789.0,64807.0,64882.0,64974.0,65028.0,65112.0,65207.0,65271.0,65352.0,65420.0,65467.0,65529.0,65588.0,65666.0,65694.0,65743.0,65821.0
5009963,66600.0,66784.0,66915.0,67009.0,67073.0,67344.0,67544.0,67790.0,67927.0,68031.0,68099.0,68191.0,68274.0,68351.0,68409.0,68487.0,68562.0,68605.0,68715.0,68796.0,68829.0,68858.0,68928.0,69004.0,69074.0,69127.0,69213.0,69282.0,69334.0,69452.0,69499.0,69583.0,69629.0,69718.0,69769.0,69805.0,69856.0,69913.0,70002.0,70087.0,70109.0,70142.0,70174.0,70220.0,70260.0,70327.0,70386.0,70456.0,70501.0,70581.0,70609.0,70667.0,70680.0,70709.0,70729.0,70817.0,70897.0,70943.0,71016.0,71098.0,71144.0,71202.0,71270.0,71318.0,71380.0,71432.0,71512.0,71541.0,71591.0,71671.0
5010866,30600.0,30739.0,30838.0,30987.0,31089.0,31397.0,31625.0,31867.0,32002.0,32127.0,32208.0,32292.0,32369.0,32440.0,32494.0,32559.0,32622.0,32666.0,32768.0,32844.0,32881.0,32912.0,32984.0,33054.0,33120.0,33170.0,33249.0,33309.0,33355.0,33471.0,33516.0,33589.0,33630.0,33708.0,33751.0,33781.0,33834.0,33887.0,33971.0,34079.0,34107.0,34132.0,34156.0,34197.0,34233.0,34293.0,34349.0,34422.0,34470.0,34550.0,34575.0,34626.0,34637.0,34663.0,34685.0,34799.0,34913.0,34963.0,35041.0,35128.0,35175.0,35235.0,35297.0,35341.0,35394.0,35439.0,35533.0,35567.0,35626.0,35720.0
5010868,43200.0,43341.0,43442.0,43545.0,43615.0,43850.0,44024.0,44245.0,44368.0,44461.0,44522.0,44590.0,44652.0,44700.0,44737.0,44793.0,44847.0,44882.0,44958.0,45014.0,45044.0,45070.0,45132.0,45198.0,45259.0,45302.0,45371.0,45438.0,45482.0,45581.0,45620.0,45684.0,45723.0,45796.0,45838.0,45868.0,45908.0,45960.0,46042.0,46117.0,46137.0,46167.0,46196.0,46236.0,46270.0,46328.0,46385.0,46454.0,46499.0,46577.0,46603.0,46655.0,46668.0,46697.0,46720.0,46807.0,46915.0,46974.0,47067.0,47171.0,47225.0,47294.0,47366.0,47416.0,47477.0,47532.0,47613.0,47643.0,47694.0,47776.0
