tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P
5014268,77400.0,77497.0,77550.0,77577.0,77630.0,77785.0,77836.0,77894.0,77923.0,77959.0,77993.0,78032.0,78069.0,78122.0,78155.0,78215.0,78265.0,78310.0,78360.0,78395.0,78429.0,78498.0,78564.0,78599.0,78627.0,78681.0,78749.0,78792.0,78831.0,78863.0,78928.0,78985.0,79064.0,79107.0,79235.0,79355.0,79588.0,79741.0,79994.0,80084.0,80151.0,80213.0,80269.0,80307.0,80370.0,80410.0,80471.0,80540.0,80617.0,80635.0,80739.0,80787.0,80847.0,80887.0,80929.0,80945.0,80978.0,81038.0,81133.0,81194.0,81223.0,81256.0,81290.0,81316.0,81374.0,81414.0,81436.0,81454.0,81476.0,81508.0,81534.0,81586.0,81645.0,81684.0,81719.0,81743.0,81770.0,81794.0,81849.0,81869.0,81998.0
5014529,42000.0,42101.0,42154.0,42181.0,42234.0,42436.0,42480.0,42531.0,42557.0,42588.0,42617.0,42650.0,42699.0,42769.0,42812.0,42891.0,42957.0,43016.0,43081.0,43116.0,43149.0,43217.0,43283.0,43341.0,43383.0,43424.0,43475.0,43495.0,43514.0,43556.0,43641.0,43717.0,43829.0,43890.0,43978.0,44153.0,44382.0,44533.0,44781.0,44882.0,44958.0,45077.0,45169.0,45230.0,45333.0,45378.0,45443.0,45517.0,45600.0,45621.0,45797.0,45879.0,45953.0,46003.0,46055.0,46089.0,46159.0,46286.0,46493.0,46534.0,46580.0,46632.0,46685.0,46724.0,46811.0,46872.0,46907.0,46932.0,46964.0,47009.0,47046.0,47120.0,47203.0,47258.0,47307.0,47340.0,47379.0,47412.0,47490.0,47506.0,47611.0
5014531,55800.0,55910.0,55970.0,56000.0,56059.0,56238.0,56294.0,56358.0,56390.0,56430.0,56467.0,56508.0,56544.0,56596.0,56628.0,56687.0,56736.0,56779.0,56828.0,56862.0,56895.0,56962.0,57025.0,57064.0,57105.0,57161.0,57231.0,57258.0,57283.0,57332.0,57431.0,57520.0,57596.0,57637.0,57784.0,57967.0,58202.0,58357.0,58612.0,58711.0,58786.0,58872.0,58941.0,58987.0,59065.0,59090.0,59151.0,59220.0,59297.0,59316.0,59406.0,59448.0,59527.0,59576.0,59627.0,59648.0,59692.0,59772.0,59891.0,59942.0,59982.0,60027.0,60073.0,60110.0,60193.0,60250.0,60283.0,60306.0,60335.0,60376.0,60410.0,60478.0,60554.0,60604.0,60649.0,60680.0,60716.0,60747.0,60818.0,60837.0,60965.0
5014533,69000.0,69086.0,69155.0,69190.0,69259.0,69430.0,69490.0,69559.0,69594.0,69637.0,69677.0,69721.0,69758.0,69811.0,69844.0,69904.0,69953.0,69997.0,70046.0,70081.0,70115.0,70184.0,70250.0,70289.0,70339.0,70392.0,70459.0,70502.0,70542.0,70582.0,70663.0,70735.0,70815.0,70859.0,70962.0,71155.0,71409.0,71576.0,71850.0,71965.0,72051.0,72145.0,72201.0,72238.0,72301.0,72334.0,72404.0,72483.0,72571.0,72593.0,72676.0,72714.0,72780.0,72839.0,72901.0,72919.0,72956.0,73022.0,73109.0,73164.0,73202.0,73245.0,73287.0,73323.0,73402.0,73457.0,73488.0,73509.0,73535.0,73572.0,73602.0,73662.0,73730.0,73775.0,73815.0,73842.0,73874.0,73901.0,73966.0,73980.0,74074.0
5015796,25800.0,25878.0,25928.0,25953.0,26003.0,26166.0,26215.0,26271.0,26299.0,26334.0,26367.0,26403.0,26444.0,26503.0,26540.0,26607.0,26662.0,26711.0,26767.0,26805.0,26841.0,26915.0,26986.0,27031.0,27089.0,27154.0,27235.0,27267.0,27296.0,27340.0,27429.0,27509.0,27586.0,27628.0,27725.0,27848.0,28015.0,28125.0,28306.0,28392.0,28457.0,28521.0,28589.0,28635.0,28711.0,28740.0,28801.0,28870.0,28947.0,28965.0,29074.0,29124.0,29185.0,29229.0,29276.0,29298.0,29343.0,29425.0,29501.0,29543.0,29584.0,29630.0,29676.0,29707.0,29776.0,29824.0,29850.0,29872.0,29899.0,29938.0,29970.0,30034.0,30106.0,30154.0,30197.0,30226.0,30260.0,30289.0,30358.0,30374.0,30482.0
5015799,55200.0,55315.0,55383.0,55418.0,55485.0,55708.0,55768.0,55836.0,55870.0,55912.0,55951.0,55995.0,56032.0,56085.0,56118.0,56178.0,56227.0,56271.0,56320.0,56358.0,56395.0,56471.0,56543.0,56595.0,56650.0,56740.0,56853.0,56890.0,56923.0,56966.0,57053.0,57131.0,57244.0,57305.0,57463.0,57644.0,57897.0,58063.0,58336.0,58439.0,58516.0,58611.0,58693.0,58747.0,58838.0,58875.0,59008.0,59158.0,59326.0,59367.0,59479.0,59531.0,59590.0,59643.0,59699.0,59727.0,59785.0,59891.0,60049.0,60176.0,60261.0,60356.0,60452.0,60493.0,60584.0,60647.0,60683.0,60710.0,60743.0,60791.0,60830.0,60908.0,60996.0,61054.0,61106.0,61141.0,61182.0,61217.0,61299.0,61322.0,61476.0
5016021,39600.0,39701.0,39754.0,39781.0,39834.0,40036.0,40080.0,40131.0,40157.0,40188.0,40217.0,40250.0,40299.0,40369.0,40412.0,40491.0,40557.0,40616.0,40681.0,40716.0,40749.0,40817.0,40883.0,40941.0,40983.0,41024.0,41075.0,41095.0,41114.0,41156.0,41241.0,41317.0,41429.0,41490.0,41578.0,41753.0,41982.0,42133.0,42381.0,42482.0,42558.0,42677.0,42769.0,42830.0,42933.0,42978.0,43043.0,43117.0,43200.0,43221.0,43397.0,43479.0,43553.0,43603.0,43655.0,43689.0,43759.0,43886.0,44093.0,44134.0,44180.0,44232.0,44285.0,44324.0,44411.0,44472.0,44507.0,44532.0,44564.0,44609.0,44646.0,44720.0,44803.0,44858.0,44907.0,44940.0,44979.0,45012.0,45090.0,45106.0,45211.0
5016023,52800.0,52910.0,52970.0,53000.0,53059.0,53238.0,53294.0,53358.0,53390.0,53430.0,53467.0,53508.0,53544.0,53596.0,53628.0,53687.0,53736.0,53779.0,53828.0,53862.0,53895.0,53962.0,54025.0,54064.0,54105.0,54161.0,54231.0,54258.0,54283.0,54332.0,54431.0,54520.0,54596.0,54637.0,54784.0,54967.0,55202.0,55357.0,55612.0,55711.0,55786.0,55872.0,55941.0,55987.0,56065.0,56090.0,56151.0,56220.0,56297.0,56316.0,56406.0,56448.0,56527.0,56576.0,56627.0,56648.0,56692.0,56772.0,56891.0,56942.0,56982.0,57027.0,57073.0,57110.0,57193.0,57250.0,57283.0,57306.0,57335.0,57376.0,57410.0,57478.0,57554.0,57604.0,57649.0,57680.0,57716.0,57747.0,57818.0,57837.0,57965.0
5017622,71700.0,71786.0,71855.0,71890.0,71959.0,72130.0,72190.0,72259.0,72294.0,72337.0,72377.0,72421.0,72458.0,72511.0,72544.0,72604.0,72653.0,72697.0,72746.0,72781.0,72815.0,72884.0,72950.0,72989.0,73039.0,73092.0,73159.0,73202.0,73242.0,73282.0,73363.0,73435.0,73515.0,73559.0,73662.0,73855.0,74109.0,74276.0,74550.0,74665.0,74751.0,74845.0,74901.0,74938.0,75001.0,75034.0,75104.0,75183.0,75271.0,75293.0,75376.0,75414.0,75480.0,75539.0,75601.0,75619.0,75656.0,75722.0,75809.0,75864.0,75902.0,75945.0,75987.0,76023.0,76102.0,76157.0,76188.0,76209.0,76235.0,76272.0,76302.0,76362.0,76430.0,76475.0,76515.0,76542.0,76574.0,76601.0,76666.0,76680.0,76774.0
5017881,60000.0,60110.0,60170.0,60200.0,60259.0,60438.0,60494.0,60558.0,60590.0,60630.0,60667.0,60708.0,60744.0,60796.0,60828.0,60887.0,60936.0,60979.0,61028.0,61062.0,61095.0,61162.0,61225.0,61264.0,61305.0,61361.0,61431.0,61458.0,61483.0,61532.0,61631.0,61720.0,61796.0,61837.0,61984.0,62167.0,62402.0,62557.0,62812.0,62911.0,62986.0,63072.0,63141.0,63187.0,63265.0,63290.0,63351.0,63420.0,63497.0,63516.0,63606.0,63648.0,63727.0,63776.0,63827.0,63848.0,63892.0,63972.0,64091.0,64142.0,64182.0,64227.0,64273.0,64310.0,64393.0,64450.0,64483.0,64506.0,64535.0,64576.0,64610.0,64678.0,64754.0,64804.0,64849.0,64880.0,64916.0,64947.0,65018.0,65037.0,65165.0
5018210,42600.0,42700.0,42772.0,42809.0,42879.0,43081.0,43138.0,43203.0,43236.0,43276.0,43314.0,43355.0,43395.0,43453.0,43489.0,43554.0,43608.0,43657.0,43712.0,43749.0,43784.0,43856.0,43925.0,43989.0,44046.0,44121.0,44215.0,44250.0,44282.0,44325.0,44412.0,44489.0,44599.0,44659.0,44849.0,45007.0,45231.0,45378.0,45620.0,45718.0,45792.0,45891.0,45954.0,45996.0,46067.0,46099.0,46164.0,46238.0,46321.0,46342.0,46442.0,46488.0,46547.0,46598.0,46651.0,46677.0,46730.0,46825.0,46952.0,47015.0,47064.0,47120.0,47176.0,47214.0,47299.0,47358.0,47392.0,47416.0,47445.0,47487.0,47521.0,47589.0,47666.0,47717.0,47762.0,47793.0,47829.0,47860.0,47932.0,47951.0,48074.0
5018212,56400.0,56510.0,56570.0,56600.0,56659.0,56838.0,56894.0,56958.0,56990.0,57030.0,57067.0,57108.0,57144.0,57196.0,57228.0,57287.0,57336.0,57379.0,57428.0,57462.0,57495.0,57562.0,57625.0,57664.0,57705.0,57761.0,57831.0,57858.0,57883.0,57932.0,58031.0,58120.0,58196.0,58237.0,58384.0,58567.0,58802.0,58957.0,59212.0,59311.0,59386.0,59472.0,59541.0,59587.0,59665.0,59690.0,59751.0,59820.0,59897.0,59916.0,60006.0,60048.0,60127.0,60176.0,60227.0,60248.0,60292.0,60372.0,60491.0,60542.0,60582.0,60627.0,60673.0,60710.0,60793.0,60850.0,60883.0,60906.0,60935.0,60976.0,61010.0,61078.0,61154.0,61204.0,61249.0,61280.0,61316.0,61347.0,61418.0,61437.0,61565.0
5018576,51600.0,51700.0,51772.0,51809.0,51879.0,52081.0,52138.0,52203.0,52236.0,52276.0,52314.0,52355.0,52395.0,52453.0,52489.0,52554.0,52608.0,52657.0,52712.0,52749.0,52784.0,52856.0,52925.0,52989.0,53046.0,53121.0,53215.0,53250.0,53282.0,53325.0,53412.0,53489.0,53599.0,53659.0,53849.0,54007.0,54231.0,54378.0,54620.0,54718.0,54792.0,54891.0,54954.0,54996.0,55067.0,55099.0,55164.0,55238.0,55321.0,55342.0,55442.0,55488.0,55547.0,55598.0,55651.0,55677.0,55730.0,55825.0,55952.0,56015.0,56064.0,56120.0,56176.0,56214.0,56299.0,56358.0,56392.0,56416.0,56445.0,56487.0,56521.0,56589.0,56666.0,56717.0,56762.0,56793.0,56829.0,56860.0,56932.0,56951.0,57074.0
5018680,57000.0,57115.0,57183.0,57218.0,57285.0,57508.0,57568.0,57636.0,57670.0,57712.0,57751.0,57795.0,57832.0,57885.0,57918.0,57978.0,58027.0,58071.0,58120.0,58158.0,58195.0,58271.0,58343.0,58395.0,58450.0,58540.0,58653.0,58690.0,58723.0,58766.0,58853.0,58931.0,59044.0,59105.0,59263.0,59444.0,59697.0,59863.0,60136.0,60239.0,60316.0,60411.0,60493.0,60547.0,60638.0,60675.0,60808.0,60958.0,61126.0,61167.0,61279.0,61331.0,61390.0,61443.0,61499.0,61527.0,61585.0,61691.0,61849.0,61976.0,62061.0,62156.0,62252.0,62293.0,62384.0,62447.0,62483.0,62510.0,62543.0,62591.0,62630.0,62708.0,62796.0,62854.0,62906.0,62941.0,62982.0,63017.0,63099.0,63122.0,63276.0
5018682,71400.0,71478.0,71527.0,71552.0,71601.0,71767.0,71820.0,71881.0,71912.0,71950.0,71985.0,72023.0,72054.0,72099.0,72127.0,72178.0,72220.0,72258.0,72301.0,72340.0,72377.0,72453.0,72526.0,72570.0,72615.0,72660.0,72716.0,72749.0,72779.0,72815.0,72888.0,72954.0,73036.0,73080.0,73206.0,73365.0,73557.0,73683.0,73891.0,73989.0,74063.0,74137.0,74200.0,74242.0,74312.0,74345.0,74401.0,74464.0,74535.0,74552.0,74638.0,74678.0,74738.0,74793.0,74850.0,74870.0,74912.0,74987.0,75077.0,75140.0,75180.0,75226.0,75272.0,75304.0,75375.0,75424.0,75452.0,75474.0,75501.0,75539.0,75571.0,75634.0,75705.0,75752.0,75794.0,75822.0,75855.0,75883.0,75948.0,75973.0,76141.0
5018840,27600.0,27678.0,27728.0,27753.0,27803.0,27966.0,28015.0,28071.0,28099.0,28134.0,28167.0,28203.0,28244.0,28303.0,28340.0,28407.0,28462.0,28511.0,28567.0,28605.0,28641.0,28715.0,28786.0,28831.0,28889.0,28954.0,29035.0,29067.0,29096.0,29140.0,29229.0,29309.0,29386.0,29428.0,29525.0,29648.0,29815.0,29925.0,30106.0,30192.0,30257.0,30321.0,30389.0,30435.0,30511.0,30540.0,30601.0,30670.0,30747.0,30765.0,30874.0,30924.0,30985.0,31029.0,31076.0,31098.0,31143.0,31225.0,31301.0,31343.0,31384.0,31430.0,31476.0,31507.0,31576.0,31624.0,31650.0,31672.0,31699.0,31738.0,31770.0,31834.0,31906.0,31954.0,31997.0,32026.0,32060.0,32089.0,32158.0,32174.0,32282.0
5018842,41760.0,41855.0,41915.0,41945.0,42004.0,42204.0,42263.0,42330.0,42364.0,42406.0,42445.0,42487.0,42528.0,42586.0,42622.0,42688.0,42743.0,42792.0,42845.0,42880.0,42914.0,42983.0,43050.0,43097.0,43162.0,43226.0,43307.0,43341.0,43372.0,43429.0,43546.0,43650.0,43767.0,43830.0,43980.0,44154.0,44371.0,44513.0,44748.0,44854.0,44933.0,45033.0,45111.0,45163.0,45251.0,45280.0,45351.0,45432.0,45522.0,45545.0,45637.0,45679.0,45736.0,45783.0,45833.0,45861.0,45918.0,46022.0,46146.0,46207.0,46258.0,46315.0,46372.0,46408.0,46489.0,46545.0,46578.0,46602.0,46631.0,46673.0,46707.0,46775.0,46852.0,46903.0,46948.0,46979.0,47015.0,47046.0,47118.0,47137.0,47263.0
5018844,55800.0,55915.0,55983.0,56018.0,56085.0,56308.0,56368.0,56436.0,56470.0,56512.0,56551.0,56595.0,56632.0,56685.0,56718.0,56778.0,56827.0,56871.0,56920.0,56958.0,56995.0,57071.0,57143.0,57195.0,57250.0,57340.0,57453.0,57490.0,57523.0,57566.0,57653.0,57731.0,57844.0,57905.0,58063.0,58244.0,58497.0,58663.0,58936.0,59039.0,59116.0,59211.0,59293.0,59347.0,59438.0,59475.0,59608.0,59758.0,59926.0,59967.0,60079.0,60131.0,60190.0,60243.0,60299.0,60327.0,60385.0,60491.0,60649.0,60776.0,60861.0,60956.0,61052.0,61093.0,61184.0,61247.0,61283.0,61310.0,61343.0,61391.0,61430.0,61508.0,61596.0,61654.0,61706.0,61741.0,61782.0,61817.0,61899.0,61922.0,62076.0
5018846,70200.0,70278.0,70327.0,70352.0,70401.0,70567.0,70620.0,70681.0,70712.0,70750.0,70785.0,70823.0,70854.0,70899.0,70927.0,70978.0,71020.0,71058.0,71101.0,71140.0,71177.0,71253.0,71326.0,71370.0,71415.0,71460.0,71516.0,71549.0,71579.0,71615.0,71688.0,71754.0,71836.0,71880.0,72006.0,72165.0,72357.0,72483.0,72691.0,72789.0,72863.0,72937.0,73000.0,73042.0,73112.0,73145.0,73201.0,73264.0,73335.0,73352.0,73438.0,73478.0,73538.0,73593.0,73650.0,73670.0,73712.0,73787.0,73877.0,73940.0,73980.0,74026.0,74072.0,74104.0,74175.0,74224.0,74252.0,74274.0,74301.0,74339.0,74371.0,74434.0,74505.0,74552.0,74594.0,74622.0,74655.0,74683.0,74748.0,74773.0,74941.0
5019494,30600.0,30691.0,30742.0,30768.0,30819.0,31029.0,31097.0,31174.0,31213.0,31261.0,31306.0,31355.0,31401.0,31467.0,31508.0,31583.0,31645.0,31700.0,31762.0,31807.0,31850.0,31938.0,32022.0,32077.0,32138.0,32253.0,32396.0,32431.0,32462.0,32514.0,32621.0,32717.0,32815.0,32868.0,32980.0,33137.0,33372.0,33527.0,33782.0,33885.0,33962.0,34043.0,34111.0,34157.0,34233.0,34258.0,34316.0,34382.0,34456.0,34475.0,34575.0,34621.0,34683.0,34727.0,34773.0,34797.0,34847.0,34937.0,35026.0,35082.0,35127.0,35178.0,35229.0,35262.0,35336.0,35388.0,35418.0,35439.0,35465.0,35503.0,35534.0,35595.0,35664.0,35710.0,35751.0,35779.0,35811.0,35839.0,35904.0,35921.0,36031.0
5019496,44640.0,44745.0,44813.0,44848.0,44916.0,45110.0,45171.0,45240.0,45275.0,45318.0,45358.0,45402.0,45444.0,45504.0,45541.0,45608.0,45664.0,45714.0,45770.0,45810.0,45849.0,45928.0,46003.0,46056.0,46113.0,46181.0,46267.0,46304.0,46337.0,46382.0,46474.0,46556.0,46664.0,46723.0,46868.0,47048.0,47278.0,47429.0,47679.0,47788.0,47870.0,47972.0,48055.0,48110.0,48202.0,48233.0,48321.0,48420.0,48531.0,48558.0,48671.0,48724.0,48787.0,48838.0,48892.0,48926.0,48996.0,49122.0,49278.0,49364.0,49424.0,49491.0,49559.0,49602.0,49698.0,49764.0,49802.0,49829.0,49862.0,49910.0,49949.0,50027.0,50115.0,50173.0,50225.0,50260.0,50301.0,50336.0,50417.0,50437.0,50571.0
5019498,58800.0,58923.0,58986.0,59018.0,59080.0,59391.0,59444.0,59505.0,59536.0,59574.0,59609.0,59649.0,59685.0,59736.0,59768.0,59826.0,59874.0,59917.0,59967.0,60007.0,60045.0,60123.0,60198.0,60255.0,60307.0,60390.0,60494.0,60534.0,60571.0,60613.0,60698.0,60774.0,60885.0,60946.0,61138.0,61334.0,61605.0,61783.0,62077.0,62175.0,62249.0,62353.0,62434.0,62488.0,62577.0,62611.0,62701.0,62803.0,62916.0,62944.0,63047.0,63095.0,63155.0,63204.0,63255.0,63283.0,63341.0,63448.0,63569.0,63645.0,63702.0,63766.0,63830.0,63869.0,63956.0,64016.0,64051.0,64077.0,64110.0,64157.0,64195.0,64271.0,64357.0,64414.0,64465.0,64500.0,64540.0,64575.0,64655.0,64674.0,64803.0
5084630,26400.0,26488.0,26537.0,26562.0,26611.0,26813.0,26878.0,26952.0,26989.0,27035.0,27078.0,27126.0,27170.0,27233.0,27272.0,27344.0,27404.0,27457.0,27517.0,27560.0,27601.0,27686.0,27767.0,27820.0,27879.0,27989.0,28127.0,28160.0,28190.0,28240.0,28343.0,28435.0,28529.0,28580.0,28688.0,28839.0,29065.0,29214.0,29459.0,29558.0,29632.0,29710.0,29776.0,29820.0,29893.0,29917.0,29973.0,30037.0,30108.0,30126.0,30222.0,30266.0,30326.0,30368.0,30413.0,30436.0,30484.0,30571.0,30657.0,30711.0,30754.0,30803.0,30852.0,30884.0,30956.0,31006.0,31034.0,31054.0,31079.0,31115.0,31145.0,31204.0,31270.0,31314.0,31353.0,31380.0,31411.0,31438.0,31501.0,31517.0,31623.0
5084633,62400.0,62506.0,62560.0,62588.0,62642.0,62858.0,62908.0,62965.0,62993.0,63028.0,63061.0,63097.0,63129.0,63174.0,63202.0,63253.0,63295.0,63333.0,63376.0,63411.0,63445.0,63514.0,63579.0,63624.0,63666.0,63741.0,63834.0,63871.0,63905.0,63941.0,64014.0,64078.0,64167.0,64216.0,64331.0,64490.0,64729.0,64886.0,65145.0,65238.0,65307.0,65396.0,65460.0,65502.0,65573.0,65608.0,65685.0,65772.0,65869.0,65892.0,65980.0,66020.0,66074.0,66119.0,66166.0,66187.0,66230.0,66309.0,66405.0,66460.0,66497.0,66539.0,66581.0,66613.0,66684.0,66733.0,66761.0,66781.0,66806.0,66842.0,66872.0,66931.0,66998.0,67042.0,67081.0,67108.0,67139.0,67166.0,67231.0,67248.0,67361.0
5084634,73800.0,73900.0,73945.0,73968.0,74013.0,74168.0,74209.0,74256.0,74280.0,74309.0,74337.0,74368.0,74399.0,74444.0,74472.0,74522.0,74564.0,74601.0,74643.0,74677.0,74710.0,74777.0,74840.0,74875.0,74908.0,74959.0,75022.0,75053.0,75081.0,75114.0,75182.0,75242.0,75309.0,75345.0,75434.0,75576.0,75774.0,75904.0,76118.0,76193.0,76249.0,76328.0,76380.0,76415.0,76473.0,76511.0,76574.0,76645.0,76725.0,76745.0,76833.0,76874.0,76924.0,76972.0,77023.0,77043.0,77085.0,77162.0,77248.0,77308.0,77343.0,77382.0,77422.0,77454.0,77526.0,77576.0,77605.0,77625.0,77650.0,77686.0,77715.0,77773.0,77839.0,77882.0,77921.0,77947.0,77978.0,78004.0,78066.0,78082.0,78186.0
5084666,38880.0,38971.0,39028.0,39057.0,39114.0,39306.0,39362.0,39426.0,39458.0,39498.0,39535.0,39578.0,39617.0,39673.0,39708.0,39771.0,39823.0,39870.0,39922.0,39956.0,39989.0,40056.0,40119.0,40164.0,40227.0,40289.0,40366.0,40399.0,40429.0,40484.0,40596.0,40696.0,40808.0,40869.0,41013.0,41180.0,41388.0,41525.0,41751.0,41853.0,41929.0,42025.0,42101.0,42151.0,42235.0,42263.0,42332.0,42410.0,42497.0,42518.0,42606.0,42647.0,42702.0,42747.0,42795.0,42822.0,42877.0,42977.0,43096.0,43155.0,43204.0,43259.0,43314.0,43349.0,43427.0,43481.0,43512.0,43535.0,43563.0,43603.0,43636.0,43702.0,43776.0,43825.0,43869.0,43899.0,43934.0,43964.0,44031.0,44049.0,44170.0
5084667,48240.0,48341.0,48407.0,48440.0,48505.0,48692.0,48750.0,48816.0,48850.0,48891.0,48930.0,48973.0,49013.0,49070.0,49106.0,49171.0,49225.0,49273.0,49327.0,49366.0,49403.0,49479.0,49551.0,49602.0,49657.0,49723.0,49805.0,49840.0,49872.0,49915.0,50004.0,50083.0,50187.0,50244.0,50383.0,50556.0,50778.0,50923.0,51163.0,51268.0,51347.0,51445.0,51524.0,51577.0,51666.0,51696.0,51780.0,51875.0,51982.0,52009.0,52118.0,52169.0,52230.0,52279.0,52331.0,52364.0,52431.0,52552.0,52702.0,52785.0,52843.0,52908.0,52973.0,53014.0,53106.0,53170.0,53207.0,53233.0,53265.0,53311.0,53349.0,53424.0,53508.0,53564.0,53614.0,53648.0,53687.0,53721.0,53798.0,53817.0,53946.0
5084669,63600.0,63706.0,63760.0,63788.0,63842.0,64058.0,64108.0,64165.0,64193.0,64228.0,64261.0,64297.0,64329.0,64374.0,64402.0,64453.0,64495.0,64533.0,64576.0,64611.0,64645.0,64714.0,64779.0,64824.0,64866.0,64941.0,65034.0,65071.0,65105.0,65141.0,65214.0,65278.0,65367.0,65416.0,65531.0,65690.0,65929.0,66086.0,66345.0,66438.0,66507.0,66596.0,66660.0,66702.0,66773.0,66808.0,66885.0,66972.0,67069.0,67092.0,67180.0,67220.0,67274.0,67319.0,67366.0,67387.0,67430.0,67509.0,67605.0,67660.0,67697.0,67739.0,67781.0,67813.0,67884.0,67933.0,67961.0,67981.0,68006.0,68042.0,68072.0,68131.0,68198.0,68242.0,68281.0,68308.0,68339.0,68366.0,68431.0,68448.0,68561.0
5084763,22200.0,22266.0,22312.0,22335.0,22381.0,22531.0,22580.0,22636.0,22664.0,22699.0,22731.0,22766.0,22805.0,22861.0,22896.0,22959.0,23011.0,23058.0,23109.0,23145.0,23179.0,23249.0,23317.0,23356.0,23388.0,23444.0,23515.0,23547.0,23576.0,23626.0,23728.0,23820.0,23894.0,23935.0,24017.0,24114.0,24248.0,24336.0,24481.0,24555.0,24611.0,24667.0,24720.0,24755.0,24815.0,24839.0,24894.0,24956.0,25025.0,25042.0,25125.0,25163.0,25215.0,25250.0,25286.0,25302.0,25336.0,25397.0,25459.0,25506.0,25545.0,25590.0,25635.0,25664.0,25728.0,25773.0,25798.0,25815.0,25836.0,25867.0,25892.0,25942.0,25998.0,26035.0,26068.0,26091.0,26117.0,26140.0,26193.0,26207.0,26298.0
5084765,35400.0,35491.0,35548.0,35577.0,35634.0,35826.0,35882.0,35946.0,35978.0,36018.0,36055.0,36098.0,36137.0,36193.0,36228.0,36291.0,36343.0,36390.0,36442.0,36476.0,36509.0,36576.0,36639.0,36684.0,36747.0,36809.0,36886.0,36919.0,36949.0,37004.0,37116.0,37216.0,37328.0,37389.0,37533.0,37700.0,37908.0,38045.0,38271.0,38373.0,38449.0,38545.0,38621.0,38671.0,38755.0,38783.0,38852.0,38930.0,39017.0,39038.0,39126.0,39167.0,39222.0,39267.0,39315.0,39342.0,39397.0,39497.0,39616.0,39675.0,39724.0,39779.0,39834.0,39869.0,39947.0,40001.0,40032.0,40055.0,40083.0,40123.0,40156.0,40222.0,40296.0,40345.0,40389.0,40419.0,40454.0,40484.0,40551.0,40569.0,40690.0
5084767,48960.0,49061.0,49127.0,49160.0,49225.0,49412.0,49470.0,49536.0,49570.0,49611.0,49650.0,49693.0,49733.0,49790.0,49826.0,49891.0,49945.0,49993.0,50047.0,50086.0,50123.0,50199.0,50271.0,50322.0,50377.0,50443.0,50525.0,50560.0,50592.0,50635.0,50724.0,50803.0,50907.0,50964.0,51103.0,51276.0,51498.0,51643.0,51883.0,51988.0,52067.0,52165.0,52244.0,52297.0,52386.0,52416.0,52500.0,52595.0,52702.0,52729.0,52838.0,52889.0,52950.0,52999.0,53051.0,53084.0,53151.0,53272.0,53422.0,53505.0,53563.0,53628.0,53693.0,53734.0,53826.0,53890.0,53927.0,53953.0,53985.0,54031.0,54069.0,54144.0,54228.0,54284.0,54334.0,54368.0,54407.0,54441.0,54518.0,54537.0,54666.0
5084769,64200.0,64306.0,64360.0,64388.0,64442.0,64658.0,64708.0,64765.0,64793.0,64828.0,64861.0,64897.0,64929.0,64974.0,65002.0,65053.0,65095.0,65133.0,65176.0,65211.0,65245.0,65314.0,65379.0,65424.0,65466.0,65541.0,65634.0,65671.0,65705.0,65741.0,65814.0,65878.0,65967.0,66016.0,66131.0,66290.0,66529.0,66686.0,66945.0,67038.0,67107.0,67196.0,67260.0,67302.0,67373.0,67408.0,67485.0,67572.0,67669.0,67692.0,67780.0,67820.0,67874.0,67919.0,67966.0,67987.0,68030.0,68109.0,68205.0,68260.0,68297.0,68339.0,68381.0,68413.0,68484.0,68533.0,68561.0,68581.0,68606.0,68642.0,68672.0,68731.0,68798.0,68842.0,68881.0,68908.0,68939.0,68966.0,69031.0,69048.0,69161.0
5084771,76200.0,76300.0,76345.0,76368.0,76413.0,76568.0,76609.0,76656.0,76680.0,76709.0,76737.0,76768.0,76799.0,76844.0,76872.0,76922.0,76964.0,77001.0,77043.0,77077.0,77110.0,77177.0,77240.0,77275.0,77308.0,77359.0,77422.0,77453.0,77481.0,77514.0,77582.0,77642.0,77709.0,77745.0,77834.0,77976.0,78174.0,78304.0,78518.0,78593.0,78649.0,78728.0,78780.0,78815.0,78873.0,78911.0,78974.0,79045.0,79125.0,79145.0,79233.0,79274.0,79324.0,79372.0,79423.0,79443.0,79485.0,79562.0,79648.0,79708.0,79743.0,79782.0,79822.0,79854.0,79926.0,79976.0,80005.0,80025.0,80050.0,80086.0,80115.0,80173.0,80239.0,80282.0,80321.0,80347.0,80378.0,80404.0,80466.0,80482.0,80586.0
