tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P
5009479,30000.0,30043.0,30096.0,30177.0,30230.0,30284.0,30340.0,30416.0,30456.0,30526.0,30587.0,30637.0,30684.0,30750.0,30837.0,30872.0,30936.0,30992.0,31048.0,31176.0,31308.0,31393.0,31488.0,31647.0,31720.0,31853.0,31873.0,31967.0,32140.0,32481.0,32614.0,32757.0,32814.0,32881.0,32926.0,32974.0,33106.0,33159.0,33200.0,33250.0,33300.0,33344.0,33420.0,33446.0,33475.0,33504.0,33540.0,33629.0,33690.0,33802.0,33843.0,33917.0
5009481,39600.0,39639.0,39688.0,39762.0,39810.0,39854.0,39900.0,39962.0,39995.0,40052.0,40102.0,40143.0,40182.0,40236.0,40308.0,40337.0,40391.0,40446.0,40500.0,40604.0,40711.0,40759.0,40812.0,40901.0,40943.0,41066.0,41086.0,41183.0,41350.0,41681.0,41973.0,42137.0,42200.0,42274.0,42323.0,42376.0,42520.0,42585.0,42635.0,42695.0,42753.0,42803.0,42888.0,42922.0,42960.0,42998.0,43039.0,43127.0,43188.0,43298.0,43342.0,43422.0
5009483,49200.0,49241.0,49291.0,49367.0,49417.0,49461.0,49507.0,49569.0,49602.0,49659.0,49709.0,49750.0,49788.0,49842.0,49913.0,49942.0,49996.0,50045.0,50094.0,50187.0,50283.0,50333.0,50388.0,50481.0,50524.0,50649.0,50674.0,50789.0,50970.0,51329.0,51566.0,51730.0,51798.0,51878.0,51932.0,51989.0,52148.0,52221.0,52277.0,52344.0,52404.0,52456.0,52539.0,52577.0,52620.0,52662.0,52707.0,52823.0,52902.0,53046.0,53093.0,53180.0
5009485,58800.0,58836.0,58881.0,58949.0,58994.0,59036.0,59080.0,59140.0,59171.0,59226.0,59274.0,59313.0,59350.0,59401.0,59469.0,59496.0,59548.0,59597.0,59645.0,59741.0,59840.0,59888.0,59942.0,60032.0,60074.0,60200.0,60223.0,60331.0,60509.0,60860.0,61061.0,61217.0,61296.0,61389.0,61451.0,61518.0,61702.0,61771.0,61824.0,61888.0,61948.0,62000.0,62085.0,62120.0,62159.0,62198.0,62240.0,62362.0,62446.0,62597.0,62643.0,62728.0
5009487,68400.0,68436.0,68480.0,68547.0,68591.0,68631.0,68673.0,68729.0,68758.0,68810.0,68855.0,68892.0,68927.0,68975.0,69039.0,69065.0,69113.0,69160.0,69207.0,69282.0,69360.0,69408.0,69461.0,69551.0,69593.0,69716.0,69738.0,69844.0,69999.0,70306.0,70526.0,70653.0,70718.0,70794.0,70845.0,70899.0,71048.0,71102.0,71144.0,71195.0,71249.0,71297.0,71372.0,71405.0,71442.0,71479.0,71519.0,71601.0,71657.0,71760.0,71810.0,71900.0
5009489,77400.0,77431.0,77470.0,77529.0,77567.0,77601.0,77637.0,77685.0,77710.0,77754.0,77793.0,77825.0,77855.0,77897.0,77952.0,77974.0,78016.0,78053.0,78090.0,78154.0,78221.0,78262.0,78308.0,78385.0,78420.0,78523.0,78543.0,78639.0,78796.0,79107.0,79256.0,79364.0,79409.0,79462.0,79498.0,79536.0,79641.0,79689.0,79726.0,79771.0,79818.0,79860.0,79938.0,79969.0,80004.0,80039.0,80074.0,80134.0,80175.0,80249.0,80296.0,80381.0
5010675,33600.0,33643.0,33696.0,33777.0,33830.0,33884.0,33940.0,34016.0,34056.0,34126.0,34187.0,34237.0,34284.0,34350.0,34437.0,34472.0,34536.0,34592.0,34648.0,34776.0,34908.0,34993.0,35088.0,35247.0,35320.0,35453.0,35473.0,35567.0,35740.0,36081.0,36214.0,36357.0,36414.0,36481.0,36526.0,36574.0,36706.0,36759.0,36800.0,36850.0,36900.0,36944.0,37020.0,37046.0,37075.0,37104.0,37140.0,37229.0,37290.0,37402.0,37443.0,37517.0
5010678,61800.0,61836.0,61881.0,61949.0,61994.0,62036.0,62080.0,62140.0,62171.0,62226.0,62274.0,62313.0,62350.0,62401.0,62469.0,62496.0,62548.0,62597.0,62645.0,62741.0,62840.0,62888.0,62942.0,63032.0,63074.0,63200.0,63223.0,63331.0,63509.0,63860.0,64061.0,64217.0,64296.0,64389.0,64451.0,64518.0,64702.0,64771.0,64824.0,64888.0,64948.0,65000.0,65085.0,65120.0,65159.0,65198.0,65240.0,65362.0,65446.0,65597.0,65643.0,65728.0
5010753,79200.0,79235.0,79278.0,79343.0,79386.0,79418.0,79452.0,79497.0,79521.0,79563.0,79599.0,79629.0,79657.0,79696.0,79748.0,79769.0,79809.0,79850.0,79890.0,79942.0,79995.0,80034.0,80077.0,80149.0,80183.0,80317.0,80348.0,80492.0,80661.0,80996.0,81137.0,81244.0,81291.0,81347.0,81384.0,81424.0,81534.0,81585.0,81624.0,81671.0,81716.0,81756.0,81819.0,81845.0,81874.0,81904.0,81934.0,81989.0,82026.0,82094.0,82137.0,82216.0
5011041,28200.0,28239.0,28287.0,28360.0,28409.0,28455.0,28503.0,28568.0,28602.0,28662.0,28714.0,28757.0,28797.0,28853.0,28927.0,28957.0,29012.0,29061.0,29110.0,29218.0,29330.0,29394.0,29465.0,29585.0,29641.0,29731.0,29747.0,29825.0,29953.0,30206.0,30323.0,30458.0,30519.0,30591.0,30639.0,30690.0,30830.0,30881.0,30921.0,30968.0,31013.0,31053.0,31125.0,31153.0,31185.0,31216.0,31272.0,31381.0,31456.0,31591.0,31641.0,31733.0
5011953,24300.0,24339.0,24387.0,24460.0,24509.0,24555.0,24603.0,24668.0,24702.0,24762.0,24814.0,24857.0,24897.0,24953.0,25027.0,25057.0,25112.0,25161.0,25210.0,25318.0,25430.0,25494.0,25565.0,25685.0,25741.0,25831.0,25847.0,25925.0,26053.0,26306.0,26423.0,26558.0,26619.0,26691.0,26739.0,26790.0,26930.0,26981.0,27021.0,27068.0,27113.0,27153.0,27225.0,27253.0,27285.0,27316.0,27372.0,27481.0,27556.0,27691.0,27741.0,27833.0
5011955,34200.0,34243.0,34296.0,34377.0,34430.0,34484.0,34540.0,34616.0,34656.0,34726.0,34787.0,34837.0,34884.0,34950.0,35037.0,35072.0,35136.0,35192.0,35248.0,35376.0,35508.0,35593.0,35688.0,35847.0,35920.0,36053.0,36073.0,36167.0,36340.0,36681.0,36814.0,36957.0,37014.0,37081.0,37126.0,37174.0,37306.0,37359.0,37400.0,37450.0,37500.0,37544.0,37620.0,37646.0,37675.0,37704.0,37740.0,37829.0,37890.0,38002.0,38043.0,38117.0
5011957,63000.0,63036.0,63081.0,63149.0,63194.0,63236.0,63280.0,63340.0,63371.0,63426.0,63474.0,63513.0,63550.0,63601.0,63669.0,63696.0,63748.0,63797.0,63845.0,63941.0,64040.0,64088.0,64142.0,64232.0,64274.0,64400.0,64423.0,64531.0,64709.0,65060.0,65261.0,65417.0,65496.0,65589.0,65651.0,65718.0,65902.0,65971.0,66024.0,66088.0,66148.0,66200.0,66285.0,66320.0,66359.0,66398.0,66440.0,66562.0,66646.0,66797.0,66843.0,66928.0
5012223,30300.0,30334.0,30375.0,30438.0,30479.0,30519.0,30561.0,30617.0,30646.0,30697.0,30742.0,30779.0,30814.0,30862.0,30926.0,30952.0,31000.0,31037.0,31074.0,31137.0,31202.0,31232.0,31266.0,31322.0,31348.0,31401.0,31413.0,31471.0,31586.0,31812.0,31929.0,32045.0,32090.0,32143.0,32178.0,32215.0,32318.0,32361.0,32395.0,32435.0,32475.0,32510.0,32592.0,32611.0,32633.0,32655.0,32685.0,32744.0,32785.0,32859.0,32917.0,33022.0
5012225,38700.0,38724.0,38754.0,38800.0,38830.0,38868.0,38908.0,38962.0,38990.0,39039.0,39082.0,39117.0,39150.0,39197.0,39259.0,39284.0,39331.0,39379.0,39426.0,39507.0,39590.0,39624.0,39662.0,39726.0,39756.0,39838.0,39860.0,39961.0,40120.0,40434.0,40677.0,40821.0,40872.0,40932.0,40972.0,41015.0,41134.0,41198.0,41248.0,41307.0,41354.0,41396.0,41457.0,41487.0,41520.0,41553.0,41592.0,41677.0,41735.0,41840.0,41886.0,41969.0
5012227,47100.0,47140.0,47190.0,47265.0,47314.0,47354.0,47396.0,47453.0,47483.0,47535.0,47580.0,47617.0,47652.0,47701.0,47766.0,47792.0,47841.0,47887.0,47933.0,48010.0,48089.0,48132.0,48180.0,48260.0,48296.0,48413.0,48440.0,48565.0,48738.0,49080.0,49283.0,49434.0,49499.0,49575.0,49626.0,49680.0,49830.0,49892.0,49940.0,49997.0,50052.0,50101.0,50186.0,50221.0,50260.0,50300.0,50339.0,50445.0,50518.0,50649.0,50691.0,50767.0
5013492,33000.0,33043.0,33096.0,33177.0,33230.0,33284.0,33340.0,33416.0,33456.0,33526.0,33587.0,33637.0,33684.0,33750.0,33837.0,33872.0,33936.0,33992.0,34048.0,34176.0,34308.0,34393.0,34488.0,34647.0,34720.0,34853.0,34873.0,34967.0,35140.0,35481.0,35614.0,35757.0,35814.0,35881.0,35926.0,35974.0,36106.0,36159.0,36200.0,36250.0,36300.0,36344.0,36420.0,36446.0,36475.0,36504.0,36540.0,36629.0,36690.0,36802.0,36843.0,36917.0
5013493,43200.0,43241.0,43291.0,43367.0,43417.0,43461.0,43507.0,43569.0,43602.0,43659.0,43709.0,43750.0,43788.0,43842.0,43913.0,43942.0,43996.0,44045.0,44094.0,44187.0,44283.0,44333.0,44388.0,44481.0,44524.0,44649.0,44674.0,44789.0,44970.0,45329.0,45566.0,45730.0,45798.0,45878.0,45932.0,45989.0,46148.0,46221.0,46277.0,46344.0,46404.0,46456.0,46539.0,46577.0,46620.0,46662.0,46707.0,46823.0,46902.0,47046.0,47093.0,47180.0
5013495,52800.0,52841.0,52891.0,52967.0,53017.0,53061.0,53107.0,53169.0,53202.0,53259.0,53309.0,53350.0,53388.0,53442.0,53513.0,53542.0,53596.0,53645.0,53694.0,53787.0,53883.0,53933.0,53988.0,54081.0,54124.0,54249.0,54274.0,54389.0,54570.0,54929.0,55166.0,55330.0,55398.0,55478.0,55532.0,55589.0,55748.0,55821.0,55877.0,55944.0,56004.0,56056.0,56139.0,56177.0,56220.0,56262.0,56307.0,56423.0,56502.0,56646.0,56693.0,56780.0
5013497,62400.0,62436.0,62481.0,62549.0,62594.0,62636.0,62680.0,62740.0,62771.0,62826.0,62874.0,62913.0,62950.0,63001.0,63069.0,63096.0,63148.0,63197.0,63245.0,63341.0,63440.0,63488.0,63542.0,63632.0,63674.0,63800.0,63823.0,63931.0,64109.0,64460.0,64661.0,64817.0,64896.0,64989.0,65051.0,65118.0,65302.0,65371.0,65424.0,65488.0,65548.0,65600.0,65685.0,65720.0,65759.0,65798.0,65840.0,65962.0,66046.0,66197.0,66243.0,66328.0
5013499,72000.0,72036.0,72080.0,72147.0,72191.0,72231.0,72273.0,72329.0,72358.0,72410.0,72455.0,72492.0,72527.0,72575.0,72639.0,72665.0,72713.0,72760.0,72807.0,72882.0,72960.0,73008.0,73061.0,73151.0,73193.0,73316.0,73338.0,73444.0,73599.0,73906.0,74126.0,74253.0,74318.0,74394.0,74445.0,74499.0,74648.0,74702.0,74744.0,74795.0,74849.0,74897.0,74972.0,75005.0,75042.0,75079.0,75119.0,75201.0,75257.0,75360.0,75410.0,75500.0
5013501,81000.0,81031.0,81070.0,81129.0,81167.0,81201.0,81237.0,81285.0,81310.0,81354.0,81393.0,81425.0,81455.0,81497.0,81552.0,81574.0,81616.0,81653.0,81690.0,81754.0,81821.0,81862.0,81908.0,81985.0,82020.0,82123.0,82143.0,82239.0,82396.0,82707.0,82856.0,82964.0,83009.0,83062.0,83098.0,83136.0,83241.0,83289.0,83326.0,83371.0,83418.0,83460.0,83538.0,83569.0,83604.0,83639.0,83674.0,83734.0,83775.0,83849.0,83896.0,83981.0
5014135,25200.0,25239.0,25287.0,25360.0,25409.0,25455.0,25503.0,25568.0,25602.0,25662.0,25714.0,25757.0,25797.0,25853.0,25927.0,25957.0,26012.0,26061.0,26110.0,26218.0,26330.0,26394.0,26465.0,26585.0,26641.0,26731.0,26747.0,26825.0,26953.0,27206.0,27323.0,27458.0,27519.0,27591.0,27639.0,27690.0,27830.0,27881.0,27921.0,27968.0,28013.0,28053.0,28125.0,28153.0,28185.0,28216.0,28272.0,28381.0,28456.0,28591.0,28641.0,28733.0
5014137,34800.0,34843.0,34896.0,34977.0,35030.0,35084.0,35140.0,35216.0,35256.0,35326.0,35387.0,35437.0,35484.0,35550.0,35637.0,35672.0,35736.0,35792.0,35848.0,35976.0,36108.0,36193.0,36288.0,36447.0,36520.0,36653.0,36673.0,36767.0,36940.0,37281.0,37414.0,37557.0,37614.0,37681.0,37726.0,37774.0,37906.0,37959.0,38000.0,38050.0,38100.0,38144.0,38220.0,38246.0,38275.0,38304.0,38340.0,38429.0,38490.0,38602.0,38643.0,38717.0
5014139,44400.0,44441.0,44491.0,44567.0,44617.0,44661.0,44707.0,44769.0,44802.0,44859.0,44909.0,44950.0,44988.0,45042.0,45113.0,45142.0,45196.0,45245.0,45294.0,45387.0,45483.0,45533.0,45588.0,45681.0,45724.0,45849.0,45874.0,45989.0,46170.0,46529.0,46766.0,46930.0,46998.0,47078.0,47132.0,47189.0,47348.0,47421.0,47477.0,47544.0,47604.0,47656.0,47739.0,47777.0,47820.0,47862.0,47907.0,48023.0,48102.0,48246.0,48293.0,48380.0
5014141,54000.0,54036.0,54081.0,54149.0,54194.0,54236.0,54280.0,54340.0,54371.0,54426.0,54474.0,54513.0,54550.0,54601.0,54669.0,54696.0,54748.0,54797.0,54845.0,54941.0,55040.0,55088.0,55142.0,55232.0,55274.0,55400.0,55423.0,55531.0,55709.0,56060.0,56261.0,56417.0,56496.0,56589.0,56651.0,56718.0,56902.0,56971.0,57024.0,57088.0,57148.0,57200.0,57285.0,57320.0,57359.0,57398.0,57440.0,57562.0,57646.0,57797.0,57843.0,57928.0
5014143,63600.0,63636.0,63681.0,63749.0,63794.0,63836.0,63880.0,63940.0,63971.0,64026.0,64074.0,64113.0,64150.0,64201.0,64269.0,64296.0,64348.0,64397.0,64445.0,64541.0,64640.0,64688.0,64742.0,64832.0,64874.0,65000.0,65023.0,65131.0,65309.0,65660.0,65861.0,66017.0,66096.0,66189.0,66251.0,66318.0,66502.0,66571.0,66624.0,66688.0,66748.0,66800.0,66885.0,66920.0,66959.0,66998.0,67040.0,67162.0,67246.0,67397.0,67443.0,67528.0
5014203,42300.0,42324.0,42354.0,42400.0,42430.0,42468.0,42508.0,42562.0,42590.0,42639.0,42682.0,42717.0,42750.0,42797.0,42859.0,42884.0,42931.0,42979.0,43026.0,43107.0,43190.0,43224.0,43262.0,43326.0,43356.0,43438.0,43460.0,43561.0,43720.0,44034.0,44277.0,44421.0,44472.0,44532.0,44572.0,44615.0,44734.0,44798.0,44848.0,44907.0,44954.0,44996.0,45057.0,45087.0,45120.0,45153.0,45192.0,45277.0,45335.0,45440.0,45486.0,45569.0
5014205,50700.0,50740.0,50790.0,50865.0,50914.0,50954.0,50996.0,51053.0,51083.0,51135.0,51180.0,51217.0,51252.0,51301.0,51366.0,51392.0,51441.0,51487.0,51533.0,51610.0,51689.0,51732.0,51780.0,51860.0,51896.0,52013.0,52040.0,52165.0,52338.0,52680.0,52883.0,53034.0,53099.0,53175.0,53226.0,53280.0,53430.0,53492.0,53540.0,53597.0,53652.0,53701.0,53786.0,53821.0,53860.0,53900.0,53939.0,54045.0,54118.0,54249.0,54291.0,54367.0
5014207,59700.0,59733.0,59774.0,59835.0,59875.0,59910.0,59947.0,59997.0,60023.0,60069.0,60109.0,60142.0,60173.0,60216.0,60273.0,60296.0,60339.0,60380.0,60421.0,60491.0,60563.0,60611.0,60664.0,60753.0,60795.0,60911.0,60936.0,61056.0,61243.0,61613.0,61799.0,61950.0,62011.0,62083.0,62131.0,62182.0,62325.0,62385.0,62432.0,62487.0,62542.0,62590.0,62693.0,62728.0,62767.0,62806.0,62844.0,62937.0,63001.0,63117.0,63165.0,63253.0
5014209,69300.0,69333.0,69374.0,69435.0,69475.0,69510.0,69547.0,69597.0,69623.0,69669.0,69709.0,69742.0,69773.0,69816.0,69873.0,69896.0,69939.0,69980.0,70021.0,70091.0,70163.0,70211.0,70264.0,70353.0,70395.0,70511.0,70536.0,70656.0,70843.0,71213.0,71399.0,71550.0,71611.0,71683.0,71731.0,71782.0,71925.0,71985.0,72032.0,72087.0,72142.0,72190.0,72293.0,72328.0,72367.0,72406.0,72444.0,72537.0,72601.0,72717.0,72765.0,72853.0
5014735,32700.0,32729.0,32765.0,32819.0,32855.0,32887.0,32920.0,32965.0,32989.0,33030.0,33066.0,33095.0,33123.0,33162.0,33213.0,33234.0,33272.0,33309.0,33345.0,33419.0,33496.0,33531.0,33570.0,33636.0,33667.0,33714.0,33730.0,33803.0,33901.0,34096.0,34301.0,34408.0,34479.0,34563.0,34619.0,34679.0,34842.0,34876.0,34903.0,34935.0,34978.0,35016.0,35052.0,35084.0,35120.0,35156.0,35198.0,35290.0,35353.0,35469.0,35501.0,35560.0
5014737,41100.0,41124.0,41154.0,41200.0,41230.0,41268.0,41308.0,41362.0,41390.0,41439.0,41482.0,41517.0,41550.0,41597.0,41659.0,41684.0,41731.0,41779.0,41826.0,41907.0,41990.0,42024.0,42062.0,42126.0,42156.0,42238.0,42260.0,42361.0,42520.0,42834.0,43077.0,43221.0,43272.0,43332.0,43372.0,43415.0,43534.0,43598.0,43648.0,43707.0,43754.0,43796.0,43857.0,43887.0,43920.0,43953.0,43992.0,44077.0,44135.0,44240.0,44286.0,44369.0
5014739,49500.0,49540.0,49590.0,49665.0,49714.0,49754.0,49796.0,49853.0,49883.0,49935.0,49980.0,50017.0,50052.0,50101.0,50166.0,50192.0,50241.0,50287.0,50333.0,50410.0,50489.0,50532.0,50580.0,50660.0,50696.0,50813.0,50840.0,50965.0,51138.0,51480.0,51683.0,51834.0,51899.0,51975.0,52026.0,52080.0,52230.0,52292.0,52340.0,52397.0,52452.0,52501.0,52586.0,52621.0,52660.0,52700.0,52739.0,52845.0,52918.0,53049.0,53091.0,53167.0
5014741,58500.0,58533.0,58574.0,58635.0,58675.0,58710.0,58747.0,58797.0,58823.0,58869.0,58909.0,58942.0,58973.0,59016.0,59073.0,59096.0,59139.0,59180.0,59221.0,59291.0,59363.0,59411.0,59464.0,59553.0,59595.0,59711.0,59736.0,59856.0,60043.0,60413.0,60599.0,60750.0,60811.0,60883.0,60931.0,60982.0,61125.0,61185.0,61232.0,61287.0,61342.0,61390.0,61493.0,61528.0,61567.0,61606.0,61644.0,61737.0,61801.0,61917.0,61965.0,62053.0
5014743,68100.0,68133.0,68174.0,68235.0,68275.0,68310.0,68347.0,68397.0,68423.0,68469.0,68509.0,68542.0,68573.0,68616.0,68673.0,68696.0,68739.0,68780.0,68821.0,68891.0,68963.0,69011.0,69064.0,69153.0,69195.0,69311.0,69336.0,69456.0,69643.0,70013.0,70199.0,70350.0,70411.0,70483.0,70531.0,70582.0,70725.0,70785.0,70832.0,70887.0,70942.0,70990.0,71093.0,71128.0,71167.0,71206.0,71244.0,71337.0,71401.0,71517.0,71565.0,71653.0
5014745,77400.0,77435.0,77478.0,77543.0,77586.0,77618.0,77652.0,77697.0,77721.0,77763.0,77799.0,77829.0,77857.0,77896.0,77948.0,77969.0,78009.0,78050.0,78090.0,78142.0,78195.0,78234.0,78277.0,78349.0,78383.0,78517.0,78548.0,78692.0,78861.0,79196.0,79337.0,79444.0,79491.0,79547.0,79584.0,79624.0,79734.0,79785.0,79824.0,79871.0,79916.0,79956.0,80019.0,80045.0,80074.0,80104.0,80134.0,80189.0,80226.0,80294.0,80337.0,80416.0
5014800,30600.0,30643.0,30696.0,30777.0,30830.0,30884.0,30940.0,31016.0,31056.0,31126.0,31187.0,31237.0,31284.0,31350.0,31437.0,31472.0,31536.0,31592.0,31648.0,31776.0,31908.0,31993.0,32088.0,32247.0,32320.0,32453.0,32473.0,32567.0,32740.0,33081.0,33214.0,33357.0,33414.0,33481.0,33526.0,33574.0,33706.0,33759.0,33800.0,33850.0,33900.0,33944.0,34020.0,34046.0,34075.0,34104.0,34140.0,34229.0,34290.0,34402.0,34443.0,34517.0
5014801,48000.0,48041.0,48091.0,48167.0,48217.0,48261.0,48307.0,48369.0,48402.0,48459.0,48509.0,48550.0,48588.0,48642.0,48713.0,48742.0,48796.0,48845.0,48894.0,48987.0,49083.0,49133.0,49188.0,49281.0,49324.0,49449.0,49474.0,49589.0,49770.0,50129.0,50366.0,50530.0,50598.0,50678.0,50732.0,50789.0,50948.0,51021.0,51077.0,51144.0,51204.0,51256.0,51339.0,51377.0,51420.0,51462.0,51507.0,51623.0,51702.0,51846.0,51893.0,51980.0
5014803,57600.0,57636.0,57681.0,57749.0,57794.0,57836.0,57880.0,57940.0,57971.0,58026.0,58074.0,58113.0,58150.0,58201.0,58269.0,58296.0,58348.0,58397.0,58445.0,58541.0,58640.0,58688.0,58742.0,58832.0,58874.0,59000.0,59023.0,59131.0,59309.0,59660.0,59861.0,60017.0,60096.0,60189.0,60251.0,60318.0,60502.0,60571.0,60624.0,60688.0,60748.0,60800.0,60885.0,60920.0,60959.0,60998.0,61040.0,61162.0,61246.0,61397.0,61443.0,61528.0
5014805,67200.0,67236.0,67281.0,67349.0,67394.0,67436.0,67480.0,67540.0,67571.0,67626.0,67674.0,67713.0,67750.0,67801.0,67869.0,67896.0,67948.0,67997.0,68045.0,68141.0,68240.0,68288.0,68342.0,68432.0,68474.0,68600.0,68623.0,68731.0,68909.0,69260.0,69461.0,69617.0,69696.0,69789.0,69851.0,69918.0,70102.0,70171.0,70224.0,70288.0,70348.0,70400.0,70485.0,70520.0,70559.0,70598.0,70640.0,70762.0,70846.0,70997.0,71043.0,71128.0
5016294,25800.0,25839.0,25887.0,25960.0,26009.0,26055.0,26103.0,26168.0,26202.0,26262.0,26314.0,26357.0,26397.0,26453.0,26527.0,26557.0,26612.0,26661.0,26710.0,26818.0,26930.0,26994.0,27065.0,27185.0,27241.0,27331.0,27347.0,27425.0,27553.0,27806.0,27923.0,28058.0,28119.0,28191.0,28239.0,28290.0,28430.0,28481.0,28521.0,28568.0,28613.0,28653.0,28725.0,28753.0,28785.0,28816.0,28872.0,28981.0,29056.0,29191.0,29241.0,29333.0
5016297,64200.0,64236.0,64281.0,64349.0,64394.0,64436.0,64480.0,64540.0,64571.0,64626.0,64674.0,64713.0,64750.0,64801.0,64869.0,64896.0,64948.0,64997.0,65045.0,65141.0,65240.0,65288.0,65342.0,65432.0,65474.0,65600.0,65623.0,65731.0,65909.0,66260.0,66461.0,66617.0,66696.0,66789.0,66851.0,66918.0,67102.0,67171.0,67224.0,67288.0,67348.0,67400.0,67485.0,67520.0,67559.0,67598.0,67640.0,67762.0,67846.0,67997.0,68043.0,68128.0
5018323,32400.0,32443.0,32496.0,32577.0,32630.0,32684.0,32740.0,32816.0,32856.0,32926.0,32987.0,33037.0,33084.0,33150.0,33237.0,33272.0,33336.0,33392.0,33448.0,33576.0,33708.0,33793.0,33888.0,34047.0,34120.0,34253.0,34273.0,34367.0,34540.0,34881.0,35014.0,35157.0,35214.0,35281.0,35326.0,35374.0,35506.0,35559.0,35600.0,35650.0,35700.0,35744.0,35820.0,35846.0,35875.0,35904.0,35940.0,36029.0,36090.0,36202.0,36243.0,36317.0
5018325,42000.0,42039.0,42088.0,42162.0,42210.0,42254.0,42300.0,42362.0,42395.0,42452.0,42502.0,42543.0,42582.0,42636.0,42708.0,42737.0,42791.0,42846.0,42900.0,43004.0,43111.0,43159.0,43212.0,43301.0,43343.0,43466.0,43486.0,43583.0,43750.0,44081.0,44373.0,44537.0,44600.0,44674.0,44723.0,44776.0,44920.0,44985.0,45035.0,45095.0,45153.0,45203.0,45288.0,45322.0,45360.0,45398.0,45439.0,45527.0,45588.0,45698.0,45742.0,45822.0
5018327,51600.0,51641.0,51691.0,51767.0,51817.0,51861.0,51907.0,51969.0,52002.0,52059.0,52109.0,52150.0,52188.0,52242.0,52313.0,52342.0,52396.0,52445.0,52494.0,52587.0,52683.0,52733.0,52788.0,52881.0,52924.0,53049.0,53074.0,53189.0,53370.0,53729.0,53966.0,54130.0,54198.0,54278.0,54332.0,54389.0,54548.0,54621.0,54677.0,54744.0,54804.0,54856.0,54939.0,54977.0,55020.0,55062.0,55107.0,55223.0,55302.0,55446.0,55493.0,55580.0
5018329,61200.0,61236.0,61281.0,61349.0,61394.0,61436.0,61480.0,61540.0,61571.0,61626.0,61674.0,61713.0,61750.0,61801.0,61869.0,61896.0,61948.0,61997.0,62045.0,62141.0,62240.0,62288.0,62342.0,62432.0,62474.0,62600.0,62623.0,62731.0,62909.0,63260.0,63461.0,63617.0,63696.0,63789.0,63851.0,63918.0,64102.0,64171.0,64224.0,64288.0,64348.0,64400.0,64485.0,64520.0,64559.0,64598.0,64640.0,64762.0,64846.0,64997.0,65043.0,65128.0
5083744,28200.0,28238.0,28285.0,28356.0,28401.0,28445.0,28491.0,28553.0,28586.0,28643.0,28693.0,28734.0,28772.0,28826.0,28897.0,28926.0,28981.0,29028.0,29075.0,29179.0,29287.0,29349.0,29418.0,29533.0,29586.0,29673.0,29689.0,29763.0,29886.0,30129.0,30242.0,30372.0,30431.0,30500.0,30546.0,30595.0,30730.0,30779.0,30817.0,30863.0,30907.0,30945.0,31014.0,31041.0,31071.0,31102.0,31156.0,31261.0,31333.0,31463.0,31512.0,31600.0
5083746,57000.0,57035.0,57078.0,57144.0,57187.0,57228.0,57271.0,57328.0,57358.0,57411.0,57457.0,57495.0,57530.0,57580.0,57646.0,57672.0,57720.0,57767.0,57813.0,57906.0,58001.0,58048.0,58100.0,58187.0,58226.0,58347.0,58369.0,58473.0,58644.0,58982.0,59175.0,59325.0,59401.0,59491.0,59551.0,59615.0,59791.0,59857.0,59908.0,59970.0,60028.0,60078.0,60160.0,60194.0,60232.0,60269.0,60309.0,60426.0,60506.0,60652.0,60697.0,60778.0
5085528,29400.0,29441.0,29492.0,29570.0,29621.0,29673.0,29727.0,29800.0,29838.0,29905.0,29963.0,30011.0,30056.0,30119.0,30203.0,30236.0,30300.0,30354.0,30408.0,30531.0,30658.0,30740.0,30831.0,30984.0,31054.0,31182.0,31201.0,31292.0,31458.0,31786.0,31914.0,32052.0,32107.0,32172.0,32215.0,32261.0,32388.0,32439.0,32479.0,32526.0,32574.0,32616.0,32689.0,32714.0,32742.0,32770.0,32805.0,32891.0,32950.0,33057.0,33096.0,33168.0
5085530,58200.0,58235.0,58278.0,58344.0,58387.0,58428.0,58471.0,58528.0,58558.0,58611.0,58657.0,58695.0,58730.0,58780.0,58846.0,58872.0,58920.0,58967.0,59013.0,59106.0,59201.0,59248.0,59300.0,59387.0,59426.0,59547.0,59569.0,59673.0,59844.0,60182.0,60375.0,60525.0,60601.0,60691.0,60751.0,60815.0,60991.0,61057.0,61108.0,61170.0,61228.0,61278.0,61360.0,61394.0,61432.0,61469.0,61509.0,61626.0,61706.0,61852.0,61897.0,61978.0
5086058,26400.0,26438.0,26485.0,26556.0,26601.0,26645.0,26691.0,26753.0,26786.0,26843.0,26893.0,26934.0,26972.0,27026.0,27097.0,27126.0,27181.0,27228.0,27275.0,27379.0,27487.0,27549.0,27618.0,27733.0,27786.0,27873.0,27889.0,27963.0,28086.0,28329.0,28442.0,28572.0,28631.0,28700.0,28746.0,28795.0,28930.0,28979.0,29017.0,29063.0,29107.0,29145.0,29214.0,29241.0,29271.0,29302.0,29356.0,29461.0,29533.0,29663.0,29712.0,29800.0
