tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P
5103780,73800.0,73890.0,73990.0,74110.0,74207.0,74277.0,74373.0,74578.0,74660.0,74710.0,74905.0,74945.0,74976.0,75003.0,75056.0,75081.0,75114.0,75136.0,75175.0,75212.0,75258.0,75307.0,75333.0,75463.0,75496.0,75520.0,75643.0,75689.0,75732.0,75768.0,75831.0,75871.0,75900.0,75926.0,75942.0,75963.0,76019.0,76082.0,76119.0,76149.0,76217.0,76233.0,76325.0,76347.0,76365.0,76411.0,76536.0,76591.0
5105139,26880.0,26946.0,27020.0,27109.0,27181.0,27233.0,27294.0,27423.0,27503.0,27552.0,27733.0,27783.0,27808.0,27830.0,27917.0,27942.0,27973.0,27995.0,28036.0,28078.0,28131.0,28187.0,28215.0,28369.0,28408.0,28436.0,28551.0,28589.0,28631.0,28669.0,28758.0,28815.0,28862.0,28898.0,28920.0,28948.0,29010.0,29048.0,29095.0,29133.0,29205.0,29224.0,29321.0,29342.0,29359.0,29403.0,29520.0,29583.0
5105146,63000.0,63117.0,63247.0,63403.0,63529.0,63620.0,63729.0,63960.0,64063.0,64127.0,64306.0,64367.0,64400.0,64429.0,64530.0,64554.0,64588.0,64609.0,64648.0,64694.0,64752.0,64813.0,64846.0,65001.0,65040.0,65068.0,65203.0,65245.0,65295.0,65333.0,65428.0,65488.0,65552.0,65599.0,65628.0,65663.0,65819.0,65888.0,65949.0,65999.0,66070.0,66088.0,66226.0,66290.0,66315.0,66379.0,66550.0,66605.0
5107744,37800.0,37899.0,38009.0,38141.0,38248.0,38326.0,38408.0,38583.0,38673.0,38729.0,38926.0,38979.0,39003.0,39024.0,39077.0,39102.0,39134.0,39155.0,39194.0,39232.0,39280.0,39331.0,39357.0,39476.0,39506.0,39527.0,39639.0,39677.0,39720.0,39748.0,39810.0,39849.0,39886.0,39917.0,39936.0,39960.0,40023.0,40102.0,40139.0,40169.0,40228.0,40249.0,40341.0,40358.0,40383.0,40448.0,40621.0,40676.0
5107753,81000.0,81062.0,81131.0,81214.0,81281.0,81331.0,81427.0,81630.0,81699.0,81741.0,81913.0,81942.0,81963.0,81982.0,82028.0,82053.0,82084.0,82104.0,82140.0,82173.0,82214.0,82257.0,82280.0,82403.0,82434.0,82456.0,82557.0,82592.0,82631.0,82661.0,82732.0,82777.0,82806.0,82832.0,82848.0,82869.0,82920.0,82955.0,82992.0,83023.0,83082.0,83103.0,83183.0,83202.0,83218.0,83259.0,83367.0,83422.0
5109878,52200.0,52293.0,52397.0,52522.0,52623.0,52695.0,52789.0,52987.0,53091.0,53155.0,53351.0,53406.0,53432.0,53454.0,53519.0,53544.0,53578.0,53597.0,53633.0,53677.0,53733.0,53792.0,53823.0,53965.0,54001.0,54026.0,54134.0,54172.0,54213.0,54245.0,54315.0,54359.0,54405.0,54450.0,54478.0,54513.0,54682.0,54742.0,54781.0,54813.0,54873.0,54888.0,55008.0,55085.0,55117.0,55199.0,55418.0,55477.0
5109886,83400.0,83462.0,83531.0,83614.0,83681.0,83731.0,83827.0,84030.0,84099.0,84141.0,84313.0,84342.0,84363.0,84382.0,84428.0,84453.0,84484.0,84504.0,84540.0,84573.0,84614.0,84657.0,84680.0,84803.0,84834.0,84856.0,84957.0,84992.0,85031.0,85061.0,85132.0,85177.0,85206.0,85232.0,85248.0,85269.0,85320.0,85355.0,85392.0,85423.0,85482.0,85503.0,85583.0,85602.0,85618.0,85659.0,85767.0,85822.0
5113025,59400.0,59517.0,59647.0,59803.0,59929.0,60020.0,60129.0,60360.0,60463.0,60527.0,60706.0,60767.0,60800.0,60829.0,60930.0,60954.0,60988.0,61009.0,61048.0,61094.0,61152.0,61213.0,61246.0,61401.0,61440.0,61468.0,61603.0,61645.0,61695.0,61733.0,61828.0,61888.0,61952.0,61999.0,62028.0,62063.0,62219.0,62288.0,62349.0,62399.0,62470.0,62488.0,62626.0,62690.0,62715.0,62779.0,62950.0,63005.0
5116236,30600.0,30716.0,30845.0,31000.0,31126.0,31217.0,31299.0,31474.0,31589.0,31660.0,31878.0,31920.0,31948.0,31973.0,32038.0,32062.0,32097.0,32120.0,32161.0,32211.0,32275.0,32342.0,32378.0,32522.0,32558.0,32584.0,32690.0,32736.0,32780.0,32806.0,32890.0,32944.0,33011.0,33049.0,33073.0,33102.0,33164.0,33211.0,33249.0,33281.0,33341.0,33354.0,33439.0,33459.0,33481.0,33538.0,33690.0,33744.0
5116246,77400.0,77462.0,77531.0,77614.0,77681.0,77731.0,77827.0,78030.0,78099.0,78141.0,78313.0,78342.0,78363.0,78382.0,78428.0,78453.0,78484.0,78504.0,78540.0,78573.0,78614.0,78657.0,78680.0,78803.0,78834.0,78856.0,78957.0,78992.0,79031.0,79061.0,79132.0,79177.0,79206.0,79232.0,79248.0,79269.0,79320.0,79355.0,79392.0,79423.0,79482.0,79503.0,79583.0,79602.0,79618.0,79659.0,79767.0,79822.0
5116370,66600.0,66717.0,66847.0,67003.0,67129.0,67220.0,67329.0,67560.0,67663.0,67727.0,67906.0,67967.0,68000.0,68029.0,68130.0,68154.0,68188.0,68209.0,68248.0,68294.0,68352.0,68413.0,68446.0,68601.0,68640.0,68668.0,68803.0,68845.0,68895.0,68933.0,69028.0,69088.0,69152.0,69199.0,69228.0,69263.0,69419.0,69488.0,69549.0,69599.0,69670.0,69688.0,69826.0,69890.0,69915.0,69979.0,70150.0,70205.0
5116924,48600.0,48693.0,48797.0,48922.0,49023.0,49095.0,49189.0,49387.0,49491.0,49555.0,49751.0,49806.0,49832.0,49854.0,49919.0,49944.0,49978.0,49997.0,50033.0,50077.0,50133.0,50192.0,50223.0,50365.0,50401.0,50426.0,50534.0,50572.0,50613.0,50645.0,50715.0,50759.0,50805.0,50850.0,50878.0,50913.0,51082.0,51142.0,51181.0,51213.0,51273.0,51288.0,51408.0,51485.0,51517.0,51599.0,51818.0,51877.0
