tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P,084_P,085_P,086_P,087_P,088_P,089_P,090_P
5006825,55800.0,55855.0,55918.0,55959.0,56002.0,56055.0,56128.0,56163.0,56209.0,56247.0,56275.0,56339.0,56407.0,56485.0,56558.0,56593.0,56651.0,56728.0,56831.0,56935.0,57023.0,57058.0,57098.0,57133.0,57176.0,57250.0,57311.0,57408.0,57447.0,57490.0,57589.0,57614.0,57665.0,57724.0,57767.0,57795.0,57833.0,57868.0,57913.0,58022.0,58096.0,58143.0,58176.0,58222.0,58294.0,58433.0,58776.0,59371.0,59449.0,59462.0,59489.0,59578.0,59646.0,59691.0,59745.0,59780.0,59830.0,59860.0,59879.0,59937.0,59994.0,60024.0,60072.0,60096.0,60171.0,60207.0,60298.0,60376.0,60422.0,60479.0,60562.0,60644.0,60695.0,60740.0,60771.0,60827.0,60877.0,60913.0,60954.0,61008.0,61044.0,61107.0,61166.0,61201.0,61260.0,61297.0,61406.0,61447.0,61561.0,61747.0
5006827,70200.0,70245.0,70297.0,70330.0,70365.0,70408.0,70468.0,70497.0,70534.0,70565.0,70588.0,70640.0,70710.0,70789.0,70847.0,70875.0,70921.0,70982.0,71064.0,71147.0,71200.0,71235.0,71276.0,71314.0,71346.0,71421.0,71467.0,71526.0,71550.0,71576.0,71649.0,71668.0,71715.0,71770.0,71826.0,71864.0,71914.0,71946.0,71988.0,72089.0,72164.0,72207.0,72224.0,72248.0,72285.0,72487.0,72772.0,73268.0,73382.0,73401.0,73428.0,73516.0,73584.0,73615.0,73652.0,73677.0,73713.0,73735.0,73752.0,73804.0,73854.0,73874.0,73905.0,73920.0,74018.0,74065.0,74183.0,74230.0,74258.0,74321.0,74412.0,74502.0,74544.0,74582.0,74608.0,74655.0,74696.0,74726.0,74760.0,74805.0,74830.0,74872.0,74915.0,74941.0,74984.0,75011.0,75091.0,75121.0,75261.0,75491.0
5007051,49200.0,49252.0,49312.0,49351.0,49392.0,49442.0,49512.0,49545.0,49588.0,49624.0,49650.0,49711.0,49788.0,49876.0,49964.0,50005.0,50074.0,50166.0,50289.0,50413.0,50513.0,50547.0,50587.0,50634.0,50679.0,50774.0,50849.0,50945.0,50984.0,51025.0,51134.0,51161.0,51214.0,51276.0,51337.0,51378.0,51432.0,51465.0,51509.0,51610.0,51700.0,51750.0,51786.0,51836.0,51914.0,52060.0,52262.0,52612.0,52718.0,52735.0,52765.0,52864.0,52940.0,52990.0,53052.0,53087.0,53136.0,53165.0,53186.0,53250.0,53312.0,53347.0,53403.0,53431.0,53516.0,53557.0,53651.0,53717.0,53757.0,53802.0,53868.0,53934.0,53986.0,54032.0,54064.0,54122.0,54173.0,54211.0,54253.0,54309.0,54340.0,54393.0,54446.0,54478.0,54531.0,54564.0,54662.0,54697.0,54790.0,54942.0
5007053,64800.0,64850.0,64908.0,64945.0,64984.0,65032.0,65099.0,65131.0,65173.0,65208.0,65233.0,65291.0,65370.0,65459.0,65544.0,65584.0,65651.0,65741.0,65860.0,65981.0,66163.0,66197.0,66236.0,66300.0,66349.0,66435.0,66497.0,66580.0,66614.0,66649.0,66752.0,66778.0,66831.0,66893.0,66946.0,66981.0,67029.0,67063.0,67107.0,67204.0,67279.0,67320.0,67355.0,67403.0,67476.0,67634.0,67897.0,68353.0,68473.0,68493.0,68530.0,68651.0,68743.0,68799.0,68868.0,68906.0,68959.0,68991.0,69020.0,69106.0,69190.0,69223.0,69276.0,69303.0,69394.0,69438.0,69513.0,69577.0,69616.0,69656.0,69714.0,69772.0,69816.0,69856.0,69883.0,69932.0,69976.0,70008.0,70044.0,70092.0,70121.0,70172.0,70217.0,70244.0,70289.0,70317.0,70400.0,70429.0,70509.0,70640.0
5007055,77400.0,77443.0,77493.0,77525.0,77559.0,77601.0,77659.0,77687.0,77723.0,77753.0,77775.0,77825.0,77889.0,77962.0,78025.0,78055.0,78105.0,78171.0,78259.0,78348.0,78410.0,78442.0,78478.0,78516.0,78554.0,78633.0,78680.0,78754.0,78784.0,78816.0,78901.0,78922.0,78962.0,79008.0,79054.0,79085.0,79126.0,79152.0,79186.0,79254.0,79319.0,79355.0,79379.0,79412.0,79464.0,79585.0,79824.0,80240.0,80327.0,80341.0,80368.0,80457.0,80525.0,80569.0,80622.0,80651.0,80692.0,80716.0,80732.0,80780.0,80827.0,80854.0,80897.0,80919.0,80989.0,81023.0,81084.0,81134.0,81164.0,81202.0,81257.0,81311.0,81353.0,81391.0,81417.0,81464.0,81506.0,81537.0,81571.0,81616.0,81647.0,81699.0,81740.0,81764.0,81805.0,81831.0,81906.0,81933.0,81982.0,82063.0
5007090,29400.0,29446.0,29500.0,29535.0,29571.0,29616.0,29678.0,29708.0,29747.0,29780.0,29804.0,29858.0,29918.0,29986.0,30048.0,30077.0,30126.0,30191.0,30278.0,30367.0,30432.0,30474.0,30522.0,30564.0,30600.0,30680.0,30755.0,30840.0,30875.0,30912.0,30992.0,31012.0,31049.0,31092.0,31151.0,31190.0,31242.0,31270.0,31306.0,31380.0,31435.0,31477.0,31503.0,31539.0,31595.0,31706.0,31838.0,32066.0,32162.0,32178.0,32201.0,32277.0,32335.0,32371.0,32414.0,32437.0,32469.0,32488.0,32502.0,32544.0,32584.0,32608.0,32646.0,32666.0,32765.0,32812.0,32872.0,32921.0,32950.0,32992.0,33052.0,33112.0,33150.0,33184.0,33207.0,33249.0,33286.0,33313.0,33344.0,33386.0,33407.0,33443.0,33480.0,33502.0,33539.0,33562.0,33631.0,33657.0,33747.0,33896.0
5007094,57000.0,57055.0,57118.0,57159.0,57202.0,57255.0,57328.0,57363.0,57409.0,57447.0,57475.0,57539.0,57607.0,57685.0,57758.0,57793.0,57851.0,57928.0,58031.0,58135.0,58223.0,58258.0,58298.0,58333.0,58376.0,58450.0,58511.0,58608.0,58647.0,58690.0,58789.0,58814.0,58865.0,58924.0,58967.0,58995.0,59033.0,59068.0,59113.0,59222.0,59296.0,59343.0,59376.0,59422.0,59494.0,59633.0,59976.0,60571.0,60649.0,60662.0,60689.0,60778.0,60846.0,60891.0,60945.0,60980.0,61030.0,61060.0,61079.0,61137.0,61194.0,61224.0,61272.0,61296.0,61371.0,61407.0,61498.0,61576.0,61622.0,61679.0,61762.0,61844.0,61895.0,61940.0,61971.0,62027.0,62077.0,62113.0,62154.0,62208.0,62244.0,62307.0,62366.0,62401.0,62460.0,62497.0,62606.0,62647.0,62761.0,62947.0
5007096,72000.0,72046.0,72099.0,72133.0,72169.0,72213.0,72274.0,72303.0,72341.0,72373.0,72396.0,72450.0,72509.0,72576.0,72638.0,72667.0,72716.0,72781.0,72868.0,72956.0,73014.0,73050.0,73091.0,73131.0,73163.0,73238.0,73287.0,73352.0,73378.0,73406.0,73507.0,73533.0,73569.0,73611.0,73647.0,73671.0,73702.0,73725.0,73755.0,73809.0,73857.0,73895.0,73923.0,73962.0,74023.0,74130.0,74373.0,74794.0,74909.0,74928.0,74955.0,75045.0,75115.0,75152.0,75197.0,75223.0,75260.0,75282.0,75298.0,75348.0,75397.0,75424.0,75468.0,75490.0,75560.0,75593.0,75652.0,75693.0,75718.0,75748.0,75792.0,75836.0,75876.0,75912.0,75937.0,75982.0,76022.0,76051.0,76084.0,76127.0,76155.0,76202.0,76244.0,76269.0,76311.0,76338.0,76416.0,76445.0,76492.0,76570.0
5007378,31800.0,31858.0,31925.0,31968.0,32014.0,32071.0,32149.0,32186.0,32235.0,32276.0,32306.0,32374.0,32446.0,32529.0,32611.0,32650.0,32715.0,32801.0,32916.0,33031.0,33118.0,33152.0,33192.0,33239.0,33286.0,33380.0,33455.0,33548.0,33586.0,33627.0,33725.0,33750.0,33806.0,33871.0,33929.0,33968.0,34019.0,34058.0,34109.0,34210.0,34286.0,34339.0,34390.0,34461.0,34570.0,34746.0,34978.0,35381.0,35487.0,35505.0,35532.0,35620.0,35688.0,35731.0,35784.0,35815.0,35860.0,35887.0,35906.0,35965.0,36022.0,36051.0,36097.0,36120.0,36198.0,36235.0,36310.0,36372.0,36409.0,36451.0,36513.0,36574.0,36625.0,36670.0,36701.0,36757.0,36807.0,36843.0,36884.0,36938.0,36966.0,37014.0,37062.0,37091.0,37139.0,37169.0,37258.0,37290.0,37380.0,37528.0
5007380,47100.0,47152.0,47212.0,47251.0,47292.0,47342.0,47412.0,47445.0,47488.0,47524.0,47550.0,47611.0,47688.0,47776.0,47864.0,47905.0,47974.0,48066.0,48189.0,48313.0,48413.0,48447.0,48487.0,48534.0,48579.0,48674.0,48749.0,48845.0,48884.0,48925.0,49034.0,49061.0,49114.0,49176.0,49237.0,49278.0,49332.0,49365.0,49409.0,49510.0,49600.0,49650.0,49686.0,49736.0,49814.0,49960.0,50162.0,50512.0,50618.0,50635.0,50665.0,50764.0,50840.0,50890.0,50952.0,50987.0,51036.0,51065.0,51086.0,51150.0,51212.0,51247.0,51303.0,51331.0,51416.0,51457.0,51551.0,51617.0,51657.0,51702.0,51768.0,51834.0,51886.0,51932.0,51964.0,52022.0,52073.0,52111.0,52153.0,52209.0,52240.0,52293.0,52346.0,52378.0,52431.0,52464.0,52562.0,52597.0,52690.0,52842.0
5007382,62400.0,62450.0,62508.0,62545.0,62584.0,62632.0,62699.0,62731.0,62773.0,62808.0,62833.0,62891.0,62970.0,63059.0,63144.0,63184.0,63251.0,63341.0,63460.0,63581.0,63763.0,63797.0,63836.0,63900.0,63949.0,64035.0,64097.0,64180.0,64214.0,64249.0,64352.0,64378.0,64431.0,64493.0,64546.0,64581.0,64629.0,64663.0,64707.0,64804.0,64879.0,64920.0,64955.0,65003.0,65076.0,65234.0,65497.0,65953.0,66073.0,66093.0,66130.0,66251.0,66343.0,66399.0,66468.0,66506.0,66559.0,66591.0,66620.0,66706.0,66790.0,66823.0,66876.0,66903.0,66994.0,67038.0,67113.0,67177.0,67216.0,67256.0,67314.0,67372.0,67416.0,67456.0,67483.0,67532.0,67576.0,67608.0,67644.0,67692.0,67721.0,67772.0,67817.0,67844.0,67889.0,67917.0,68000.0,68029.0,68109.0,68240.0
5007412,60000.0,60053.0,60114.0,60154.0,60196.0,60248.0,60319.0,60353.0,60397.0,60434.0,60461.0,60522.0,60595.0,60679.0,60767.0,60808.0,60878.0,60971.0,61095.0,61219.0,61399.0,61436.0,61478.0,61536.0,61580.0,61699.0,61775.0,61881.0,61924.0,61971.0,62087.0,62116.0,62173.0,62239.0,62301.0,62342.0,62398.0,62433.0,62479.0,62576.0,62653.0,62703.0,62746.0,62806.0,62898.0,63068.0,63314.0,63742.0,63887.0,63911.0,63948.0,64071.0,64166.0,64224.0,64294.0,64333.0,64389.0,64423.0,64457.0,64559.0,64658.0,64694.0,64751.0,64779.0,64879.0,64927.0,65014.0,65091.0,65137.0,65180.0,65242.0,65304.0,65359.0,65408.0,65441.0,65502.0,65556.0,65595.0,65639.0,65697.0,65729.0,65785.0,65840.0,65873.0,65929.0,65964.0,66067.0,66104.0,66198.0,66353.0
5007902,37200.0,37252.0,37312.0,37351.0,37392.0,37442.0,37512.0,37545.0,37588.0,37624.0,37650.0,37711.0,37788.0,37876.0,37964.0,38005.0,38074.0,38166.0,38289.0,38413.0,38513.0,38547.0,38587.0,38634.0,38679.0,38774.0,38849.0,38945.0,38984.0,39025.0,39134.0,39161.0,39214.0,39276.0,39337.0,39378.0,39432.0,39465.0,39509.0,39610.0,39700.0,39750.0,39786.0,39836.0,39914.0,40060.0,40262.0,40612.0,40718.0,40735.0,40765.0,40864.0,40940.0,40990.0,41052.0,41087.0,41136.0,41165.0,41186.0,41250.0,41312.0,41347.0,41403.0,41431.0,41516.0,41557.0,41651.0,41717.0,41757.0,41802.0,41868.0,41934.0,41986.0,42032.0,42064.0,42122.0,42173.0,42211.0,42253.0,42309.0,42340.0,42393.0,42446.0,42478.0,42531.0,42564.0,42662.0,42697.0,42790.0,42942.0
5007904,51600.0,51653.0,51714.0,51754.0,51796.0,51848.0,51919.0,51953.0,51997.0,52034.0,52061.0,52122.0,52195.0,52279.0,52367.0,52408.0,52478.0,52571.0,52695.0,52819.0,52999.0,53036.0,53078.0,53136.0,53180.0,53299.0,53375.0,53481.0,53524.0,53571.0,53687.0,53716.0,53773.0,53839.0,53901.0,53942.0,53998.0,54033.0,54079.0,54176.0,54253.0,54303.0,54346.0,54406.0,54498.0,54668.0,54914.0,55342.0,55487.0,55511.0,55548.0,55671.0,55766.0,55824.0,55894.0,55933.0,55989.0,56023.0,56057.0,56159.0,56258.0,56294.0,56351.0,56379.0,56479.0,56527.0,56614.0,56691.0,56737.0,56780.0,56842.0,56904.0,56959.0,57008.0,57041.0,57102.0,57156.0,57195.0,57239.0,57297.0,57329.0,57385.0,57440.0,57473.0,57529.0,57564.0,57667.0,57704.0,57798.0,57953.0
5007906,67200.0,67252.0,67312.0,67351.0,67392.0,67442.0,67512.0,67545.0,67588.0,67624.0,67650.0,67711.0,67788.0,67876.0,67964.0,68005.0,68074.0,68166.0,68289.0,68413.0,68513.0,68547.0,68587.0,68634.0,68679.0,68774.0,68849.0,68945.0,68984.0,69025.0,69134.0,69161.0,69214.0,69276.0,69337.0,69378.0,69432.0,69465.0,69509.0,69610.0,69700.0,69750.0,69786.0,69836.0,69914.0,70060.0,70262.0,70612.0,70718.0,70735.0,70765.0,70864.0,70940.0,70990.0,71052.0,71087.0,71136.0,71165.0,71186.0,71250.0,71312.0,71347.0,71403.0,71431.0,71516.0,71557.0,71651.0,71717.0,71757.0,71802.0,71868.0,71934.0,71986.0,72032.0,72064.0,72122.0,72173.0,72211.0,72253.0,72309.0,72340.0,72393.0,72446.0,72478.0,72531.0,72564.0,72662.0,72697.0,72790.0,72942.0
5008440,34500.0,34558.0,34625.0,34668.0,34714.0,34771.0,34849.0,34886.0,34935.0,34976.0,35006.0,35074.0,35146.0,35229.0,35311.0,35350.0,35415.0,35501.0,35616.0,35731.0,35818.0,35852.0,35892.0,35939.0,35986.0,36080.0,36155.0,36248.0,36286.0,36327.0,36425.0,36450.0,36506.0,36571.0,36629.0,36668.0,36719.0,36758.0,36809.0,36910.0,36986.0,37039.0,37090.0,37161.0,37270.0,37446.0,37678.0,38081.0,38187.0,38205.0,38232.0,38320.0,38388.0,38431.0,38484.0,38515.0,38560.0,38587.0,38606.0,38665.0,38722.0,38751.0,38797.0,38820.0,38898.0,38935.0,39010.0,39072.0,39109.0,39151.0,39213.0,39274.0,39325.0,39370.0,39401.0,39457.0,39507.0,39543.0,39584.0,39638.0,39666.0,39714.0,39762.0,39791.0,39839.0,39869.0,39958.0,39990.0,40080.0,40228.0
5008442,48600.0,48652.0,48712.0,48751.0,48792.0,48842.0,48912.0,48945.0,48988.0,49024.0,49050.0,49111.0,49188.0,49276.0,49364.0,49405.0,49474.0,49566.0,49689.0,49813.0,49913.0,49947.0,49987.0,50034.0,50079.0,50174.0,50249.0,50345.0,50384.0,50425.0,50534.0,50561.0,50614.0,50676.0,50737.0,50778.0,50832.0,50865.0,50909.0,51010.0,51100.0,51150.0,51186.0,51236.0,51314.0,51460.0,51662.0,52012.0,52118.0,52135.0,52165.0,52264.0,52340.0,52390.0,52452.0,52487.0,52536.0,52565.0,52586.0,52650.0,52712.0,52747.0,52803.0,52831.0,52916.0,52957.0,53051.0,53117.0,53157.0,53202.0,53268.0,53334.0,53386.0,53432.0,53464.0,53522.0,53573.0,53611.0,53653.0,53709.0,53740.0,53793.0,53846.0,53878.0,53931.0,53964.0,54062.0,54097.0,54190.0,54342.0
5008444,64200.0,64250.0,64308.0,64345.0,64384.0,64432.0,64499.0,64531.0,64573.0,64608.0,64633.0,64691.0,64770.0,64859.0,64944.0,64984.0,65051.0,65141.0,65260.0,65381.0,65563.0,65597.0,65636.0,65700.0,65749.0,65835.0,65897.0,65980.0,66014.0,66049.0,66152.0,66178.0,66231.0,66293.0,66346.0,66381.0,66429.0,66463.0,66507.0,66604.0,66679.0,66720.0,66755.0,66803.0,66876.0,67034.0,67297.0,67753.0,67873.0,67893.0,67930.0,68051.0,68143.0,68199.0,68268.0,68306.0,68359.0,68391.0,68420.0,68506.0,68590.0,68623.0,68676.0,68703.0,68794.0,68838.0,68913.0,68977.0,69016.0,69056.0,69114.0,69172.0,69216.0,69256.0,69283.0,69332.0,69376.0,69408.0,69444.0,69492.0,69521.0,69572.0,69617.0,69644.0,69689.0,69717.0,69800.0,69829.0,69909.0,70040.0
5008604,39000.0,39063.0,39136.0,39183.0,39233.0,39295.0,39380.0,39421.0,39474.0,39518.0,39550.0,39625.0,39705.0,39795.0,39872.0,39908.0,39969.0,40050.0,40158.0,40267.0,40336.0,40370.0,40410.0,40453.0,40495.0,40570.0,40636.0,40737.0,40778.0,40822.0,40924.0,40950.0,41004.0,41067.0,41116.0,41149.0,41192.0,41224.0,41267.0,41367.0,41442.0,41496.0,41534.0,41587.0,41668.0,41801.0,42019.0,42397.0,42491.0,42507.0,42543.0,42660.0,42750.0,42804.0,42870.0,42907.0,42960.0,42992.0,43011.0,43068.0,43123.0,43153.0,43201.0,43226.0,43317.0,43360.0,43452.0,43518.0,43558.0,43608.0,43680.0,43751.0,43806.0,43855.0,43889.0,43950.0,44005.0,44045.0,44090.0,44150.0,44183.0,44240.0,44304.0,44342.0,44406.0,44446.0,44565.0,44609.0,44725.0,44916.0
5008606,53400.0,53455.0,53518.0,53559.0,53602.0,53655.0,53728.0,53763.0,53809.0,53847.0,53875.0,53939.0,54007.0,54085.0,54158.0,54193.0,54251.0,54328.0,54431.0,54535.0,54623.0,54658.0,54698.0,54733.0,54776.0,54850.0,54911.0,55008.0,55047.0,55090.0,55189.0,55214.0,55265.0,55324.0,55367.0,55395.0,55433.0,55468.0,55513.0,55622.0,55696.0,55743.0,55776.0,55822.0,55894.0,56033.0,56376.0,56971.0,57049.0,57062.0,57089.0,57178.0,57246.0,57291.0,57345.0,57380.0,57430.0,57460.0,57479.0,57537.0,57594.0,57624.0,57672.0,57696.0,57771.0,57807.0,57898.0,57976.0,58022.0,58079.0,58162.0,58244.0,58295.0,58340.0,58371.0,58427.0,58477.0,58513.0,58554.0,58608.0,58644.0,58707.0,58766.0,58801.0,58860.0,58897.0,59006.0,59047.0,59161.0,59347.0
5008608,67800.0,67845.0,67897.0,67930.0,67965.0,68008.0,68068.0,68097.0,68134.0,68165.0,68188.0,68240.0,68310.0,68389.0,68447.0,68475.0,68521.0,68582.0,68664.0,68747.0,68800.0,68835.0,68876.0,68914.0,68946.0,69021.0,69067.0,69126.0,69150.0,69176.0,69249.0,69268.0,69315.0,69370.0,69426.0,69464.0,69514.0,69546.0,69588.0,69689.0,69764.0,69807.0,69824.0,69848.0,69885.0,70087.0,70372.0,70868.0,70982.0,71001.0,71028.0,71116.0,71184.0,71215.0,71252.0,71277.0,71313.0,71335.0,71352.0,71404.0,71454.0,71474.0,71505.0,71520.0,71618.0,71665.0,71783.0,71830.0,71858.0,71921.0,72012.0,72102.0,72144.0,72182.0,72208.0,72255.0,72296.0,72326.0,72360.0,72405.0,72430.0,72472.0,72515.0,72541.0,72584.0,72611.0,72691.0,72721.0,72861.0,73091.0
5009073,21600.0,21640.0,21686.0,21716.0,21747.0,21786.0,21840.0,21866.0,21899.0,21927.0,21947.0,21995.0,22059.0,22132.0,22185.0,22210.0,22252.0,22308.0,22383.0,22459.0,22499.0,22520.0,22544.0,22583.0,22622.0,22695.0,22738.0,22795.0,22818.0,22843.0,22912.0,22930.0,22971.0,23018.0,23063.0,23093.0,23132.0,23165.0,23208.0,23296.0,23348.0,23383.0,23403.0,23431.0,23474.0,23546.0,23660.0,23859.0,23949.0,23964.0,23985.0,24055.0,24109.0,24151.0,24203.0,24225.0,24257.0,24276.0,24286.0,24318.0,24349.0,24375.0,24416.0,24437.0,24491.0,24517.0,24554.0,24584.0,24602.0,24633.0,24678.0,24723.0,24756.0,24786.0,24806.0,24843.0,24876.0,24900.0,24927.0,24963.0,24983.0,25018.0,25081.0,25119.0,25182.0,25222.0,25338.0,25380.0,25421.0,25488.0
5009545,25800.0,25855.0,25919.0,25960.0,26003.0,26057.0,26131.0,26166.0,26212.0,26251.0,26279.0,26346.0,26419.0,26503.0,26575.0,26609.0,26666.0,26741.0,26842.0,26943.0,27043.0,27086.0,27136.0,27193.0,27249.0,27370.0,27473.0,27567.0,27605.0,27646.0,27764.0,27794.0,27851.0,27918.0,27987.0,28033.0,28094.0,28145.0,28212.0,28303.0,28391.0,28451.0,28542.0,28668.0,28863.0,29052.0,29243.0,29574.0,29785.0,29820.0,29851.0,29954.0,30034.0,30087.0,30151.0,30186.0,30235.0,30265.0,30284.0,30341.0,30397.0,30430.0,30483.0,30509.0,30592.0,30632.0,30708.0,30769.0,30805.0,30848.0,30911.0,30973.0,31020.0,31062.0,31091.0,31143.0,31189.0,31223.0,31261.0,31313.0,31341.0,31390.0,31435.0,31462.0,31507.0,31535.0,31618.0,31648.0,31742.0,31896.0
5009547,39900.0,39952.0,40012.0,40051.0,40092.0,40142.0,40212.0,40245.0,40288.0,40324.0,40350.0,40411.0,40488.0,40576.0,40664.0,40705.0,40774.0,40866.0,40989.0,41113.0,41213.0,41247.0,41287.0,41334.0,41379.0,41474.0,41549.0,41645.0,41684.0,41725.0,41834.0,41861.0,41914.0,41976.0,42037.0,42078.0,42132.0,42165.0,42209.0,42310.0,42400.0,42450.0,42486.0,42536.0,42614.0,42760.0,42962.0,43312.0,43418.0,43435.0,43465.0,43564.0,43640.0,43690.0,43752.0,43787.0,43836.0,43865.0,43886.0,43950.0,44012.0,44047.0,44103.0,44131.0,44216.0,44257.0,44351.0,44417.0,44457.0,44502.0,44568.0,44634.0,44686.0,44732.0,44764.0,44822.0,44873.0,44911.0,44953.0,45009.0,45040.0,45093.0,45146.0,45178.0,45231.0,45264.0,45362.0,45397.0,45490.0,45642.0
5009549,54600.0,54653.0,54714.0,54754.0,54796.0,54848.0,54919.0,54953.0,54997.0,55034.0,55061.0,55122.0,55195.0,55279.0,55367.0,55408.0,55478.0,55571.0,55695.0,55819.0,55999.0,56036.0,56078.0,56136.0,56180.0,56299.0,56375.0,56481.0,56524.0,56571.0,56687.0,56716.0,56773.0,56839.0,56901.0,56942.0,56998.0,57033.0,57079.0,57176.0,57253.0,57303.0,57346.0,57406.0,57498.0,57668.0,57914.0,58342.0,58487.0,58511.0,58548.0,58671.0,58766.0,58824.0,58894.0,58933.0,58989.0,59023.0,59057.0,59159.0,59258.0,59294.0,59351.0,59379.0,59479.0,59527.0,59614.0,59691.0,59737.0,59780.0,59842.0,59904.0,59959.0,60008.0,60041.0,60102.0,60156.0,60195.0,60239.0,60297.0,60329.0,60385.0,60440.0,60473.0,60529.0,60564.0,60667.0,60704.0,60798.0,60953.0
5010669,30600.0,30670.0,30751.0,30804.0,30859.0,30928.0,31023.0,31068.0,31127.0,31176.0,31212.0,31295.0,31383.0,31484.0,31571.0,31612.0,31680.0,31771.0,31893.0,32015.0,32135.0,32181.0,32235.0,32305.0,32361.0,32499.0,32614.0,32717.0,32759.0,32803.0,32923.0,32953.0,33011.0,33078.0,33145.0,33190.0,33249.0,33294.0,33353.0,33467.0,33548.0,33604.0,33693.0,33816.0,34006.0,34198.0,34498.0,35019.0,35132.0,35151.0,35179.0,35270.0,35339.0,35383.0,35436.0,35465.0,35507.0,35532.0,35548.0,35597.0,35646.0,35669.0,35705.0,35723.0,35784.0,35814.0,35884.0,35933.0,35963.0,36005.0,36065.0,36125.0,36166.0,36203.0,36228.0,36274.0,36314.0,36344.0,36377.0,36421.0,36446.0,36489.0,36528.0,36551.0,36590.0,36615.0,36687.0,36714.0,36792.0,36920.0
5010671,45300.0,45358.0,45425.0,45468.0,45514.0,45571.0,45649.0,45686.0,45735.0,45776.0,45806.0,45874.0,45946.0,46029.0,46111.0,46150.0,46215.0,46301.0,46416.0,46531.0,46618.0,46652.0,46692.0,46739.0,46786.0,46880.0,46955.0,47048.0,47086.0,47127.0,47225.0,47250.0,47306.0,47371.0,47429.0,47468.0,47519.0,47558.0,47609.0,47710.0,47786.0,47839.0,47890.0,47961.0,48070.0,48246.0,48478.0,48881.0,48987.0,49005.0,49032.0,49120.0,49188.0,49231.0,49284.0,49315.0,49360.0,49387.0,49406.0,49465.0,49522.0,49551.0,49597.0,49620.0,49698.0,49735.0,49810.0,49872.0,49909.0,49951.0,50013.0,50074.0,50125.0,50170.0,50201.0,50257.0,50307.0,50343.0,50384.0,50438.0,50466.0,50514.0,50562.0,50591.0,50639.0,50669.0,50758.0,50790.0,50880.0,51028.0
5010673,61200.0,61250.0,61308.0,61345.0,61384.0,61432.0,61499.0,61531.0,61573.0,61608.0,61633.0,61691.0,61770.0,61859.0,61944.0,61984.0,62051.0,62141.0,62260.0,62381.0,62563.0,62597.0,62636.0,62700.0,62749.0,62835.0,62897.0,62980.0,63014.0,63049.0,63152.0,63178.0,63231.0,63293.0,63346.0,63381.0,63429.0,63463.0,63507.0,63604.0,63679.0,63720.0,63755.0,63803.0,63876.0,64034.0,64297.0,64753.0,64873.0,64893.0,64930.0,65051.0,65143.0,65199.0,65268.0,65306.0,65359.0,65391.0,65420.0,65506.0,65590.0,65623.0,65676.0,65703.0,65794.0,65838.0,65913.0,65977.0,66016.0,66056.0,66114.0,66172.0,66216.0,66256.0,66283.0,66332.0,66376.0,66408.0,66444.0,66492.0,66521.0,66572.0,66617.0,66644.0,66689.0,66717.0,66800.0,66829.0,66909.0,67040.0
5010793,27000.0,27055.0,27119.0,27160.0,27203.0,27257.0,27331.0,27366.0,27412.0,27451.0,27479.0,27546.0,27619.0,27703.0,27775.0,27809.0,27866.0,27941.0,28042.0,28143.0,28243.0,28286.0,28336.0,28393.0,28449.0,28570.0,28673.0,28767.0,28805.0,28846.0,28964.0,28994.0,29051.0,29118.0,29187.0,29233.0,29294.0,29345.0,29412.0,29503.0,29591.0,29651.0,29742.0,29868.0,30063.0,30252.0,30443.0,30774.0,30985.0,31020.0,31051.0,31154.0,31234.0,31287.0,31351.0,31386.0,31435.0,31465.0,31484.0,31541.0,31597.0,31630.0,31683.0,31709.0,31792.0,31832.0,31908.0,31969.0,32005.0,32048.0,32111.0,32173.0,32220.0,32262.0,32291.0,32343.0,32389.0,32423.0,32461.0,32513.0,32541.0,32590.0,32635.0,32662.0,32707.0,32735.0,32818.0,32848.0,32942.0,33096.0
5010795,41700.0,41752.0,41812.0,41851.0,41892.0,41942.0,42012.0,42045.0,42088.0,42124.0,42150.0,42211.0,42288.0,42376.0,42464.0,42505.0,42574.0,42666.0,42789.0,42913.0,43013.0,43047.0,43087.0,43134.0,43179.0,43274.0,43349.0,43445.0,43484.0,43525.0,43634.0,43661.0,43714.0,43776.0,43837.0,43878.0,43932.0,43965.0,44009.0,44110.0,44200.0,44250.0,44286.0,44336.0,44414.0,44560.0,44762.0,45112.0,45218.0,45235.0,45265.0,45364.0,45440.0,45490.0,45552.0,45587.0,45636.0,45665.0,45686.0,45750.0,45812.0,45847.0,45903.0,45931.0,46016.0,46057.0,46151.0,46217.0,46257.0,46302.0,46368.0,46434.0,46486.0,46532.0,46564.0,46622.0,46673.0,46711.0,46753.0,46809.0,46840.0,46893.0,46946.0,46978.0,47031.0,47064.0,47162.0,47197.0,47290.0,47442.0
