tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P
5085915,81900.0,81960.0,82020.0,82048.0,82104.0,82217.0,82263.0,82307.0,82409.0,82493.0,82548.0,82565.0,82648.0,82673.0,82718.0,82749.0,82855.0,82876.0,82938.0,82978.0,83026.0,83059.0,83197.0,83276.0,83304.0,83349.0,83364.0,83399.0,83429.0,83461.0,83519.0,83563.0,83624.0,83653.0,83747.0
5087884,28200.0,28273.0,28346.0,28380.0,28448.0,28586.0,28660.0,28731.0,28894.0,29036.0,29154.0,29190.0,29329.0,29370.0,29446.0,29498.0,29678.0,29705.0,29785.0,29838.0,29901.0,29944.0,30152.0,30271.0,30313.0,30380.0,30404.0,30449.0,30487.0,30528.0,30612.0,30679.0,30773.0,30817.0,30960.0
5087887,52200.0,52289.0,52379.0,52421.0,52504.0,52672.0,52743.0,52811.0,52968.0,53107.0,53253.0,53297.0,53441.0,53484.0,53563.0,53617.0,53804.0,53831.0,53910.0,53962.0,54024.0,54065.0,54235.0,54333.0,54367.0,54422.0,54441.0,54489.0,54530.0,54573.0,54637.0,54701.0,54790.0,54832.0,54969.0
5087889,64800.0,64889.0,64978.0,65020.0,65103.0,65270.0,65340.0,65407.0,65562.0,65705.0,65792.0,65818.0,65943.0,65980.0,66049.0,66096.0,66256.0,66282.0,66358.0,66408.0,66468.0,66508.0,66677.0,66774.0,66808.0,66863.0,66883.0,66924.0,66959.0,66997.0,67061.0,67120.0,67202.0,67240.0,67365.0
5087891,71100.0,71173.0,71247.0,71282.0,71351.0,71490.0,71538.0,71584.0,71691.0,71792.0,71861.0,71882.0,71985.0,72016.0,72073.0,72112.0,72244.0,72268.0,72338.0,72384.0,72439.0,72476.0,72625.0,72711.0,72741.0,72789.0,72806.0,72844.0,72876.0,72910.0,72965.0,73018.0,73092.0,73127.0,73241.0
5089429,41400.0,41466.0,41532.0,41563.0,41625.0,41749.0,41802.0,41853.0,41971.0,42079.0,42154.0,42177.0,42283.0,42315.0,42373.0,42413.0,42550.0,42575.0,42647.0,42694.0,42751.0,42789.0,42951.0,43044.0,43077.0,43129.0,43147.0,43188.0,43223.0,43260.0,43320.0,43369.0,43437.0,43469.0,43572.0
5089431,48600.0,48666.0,48732.0,48763.0,48825.0,48949.0,49002.0,49053.0,49171.0,49279.0,49354.0,49377.0,49483.0,49515.0,49573.0,49613.0,49750.0,49775.0,49847.0,49894.0,49951.0,49989.0,50151.0,50244.0,50277.0,50329.0,50347.0,50388.0,50423.0,50460.0,50520.0,50569.0,50637.0,50669.0,50772.0
5089434,66600.0,66654.0,66709.0,66735.0,66786.0,66889.0,66935.0,66979.0,67080.0,67226.0,67281.0,67297.0,67390.0,67418.0,67469.0,67504.0,67625.0,67642.0,67693.0,67726.0,67766.0,67793.0,67919.0,67991.0,68017.0,68058.0,68072.0,68103.0,68130.0,68159.0,68210.0,68260.0,68330.0,68363.0,68469.0
5090923,37800.0,37866.0,37932.0,37963.0,38025.0,38149.0,38202.0,38253.0,38371.0,38479.0,38554.0,38577.0,38683.0,38715.0,38773.0,38813.0,38950.0,38975.0,39047.0,39094.0,39151.0,39189.0,39351.0,39444.0,39477.0,39529.0,39547.0,39588.0,39623.0,39660.0,39720.0,39769.0,39837.0,39869.0,39972.0
5090925,45000.0,45066.0,45132.0,45163.0,45225.0,45349.0,45402.0,45453.0,45571.0,45679.0,45754.0,45777.0,45883.0,45915.0,45973.0,46013.0,46150.0,46175.0,46247.0,46294.0,46351.0,46389.0,46551.0,46644.0,46677.0,46729.0,46747.0,46788.0,46823.0,46860.0,46920.0,46969.0,47037.0,47069.0,47172.0
5090927,55800.0,55879.0,55959.0,55997.0,56071.0,56221.0,56272.0,56321.0,56433.0,56575.0,56646.0,56668.0,56773.0,56804.0,56862.0,56901.0,57036.0,57061.0,57134.0,57182.0,57239.0,57277.0,57464.0,57571.0,57609.0,57670.0,57690.0,57732.0,57767.0,57805.0,57862.0,57915.0,57989.0,58024.0,58136.0
5090929,63000.0,63061.0,63122.0,63151.0,63208.0,63322.0,63361.0,63399.0,63485.0,63598.0,63668.0,63689.0,63792.0,63823.0,63879.0,63918.0,64050.0,64073.0,64140.0,64184.0,64237.0,64272.0,64445.0,64544.0,64579.0,64635.0,64654.0,64726.0,64787.0,64853.0,64966.0,65011.0,65074.0,65104.0,65201.0
5092391,52200.0,52279.0,52359.0,52397.0,52471.0,52621.0,52672.0,52721.0,52833.0,52975.0,53046.0,53068.0,53173.0,53204.0,53262.0,53301.0,53436.0,53461.0,53534.0,53582.0,53639.0,53677.0,53864.0,53971.0,54009.0,54070.0,54090.0,54132.0,54167.0,54205.0,54262.0,54315.0,54389.0,54424.0,54536.0
5093093,61200.0,61280.0,61360.0,61398.0,61473.0,61622.0,61669.0,61714.0,61816.0,61947.0,62034.0,62060.0,62151.0,62178.0,62228.0,62262.0,62379.0,62403.0,62473.0,62519.0,62574.0,62611.0,62778.0,62874.0,62908.0,62962.0,62981.0,63024.0,63061.0,63100.0,63175.0,63230.0,63306.0,63342.0,63459.0
5093097,80100.0,80155.0,80210.0,80236.0,80288.0,80392.0,80434.0,80474.0,80567.0,80660.0,80722.0,80741.0,80830.0,80856.0,80905.0,80938.0,81053.0,81074.0,81137.0,81178.0,81227.0,81261.0,81410.0,81496.0,81526.0,81574.0,81591.0,81625.0,81654.0,81685.0,81741.0,81785.0,81846.0,81875.0,81967.0
5095793,25800.0,25864.0,25929.0,25960.0,26020.0,26142.0,26199.0,26253.0,26378.0,26495.0,26562.0,26582.0,26688.0,26719.0,26777.0,26817.0,26954.0,26975.0,27037.0,27077.0,27125.0,27158.0,27327.0,27424.0,27458.0,27513.0,27531.0,27569.0,27601.0,27636.0,27701.0,27759.0,27840.0,27878.0,28000.0
5095795,33000.0,33083.0,33167.0,33206.0,33284.0,33440.0,33509.0,33575.0,33728.0,33887.0,33981.0,34009.0,34137.0,34175.0,34246.0,34294.0,34460.0,34488.0,34571.0,34625.0,34690.0,34733.0,34896.0,34989.0,35022.0,35075.0,35093.0,35138.0,35176.0,35218.0,35284.0,35345.0,35430.0,35470.0,35598.0
5095797,43200.0,43283.0,43367.0,43407.0,43485.0,43643.0,43705.0,43764.0,43901.0,44031.0,44127.0,44156.0,44298.0,44340.0,44418.0,44472.0,44655.0,44683.0,44766.0,44820.0,44885.0,44929.0,45104.0,45205.0,45240.0,45297.0,45317.0,45363.0,45402.0,45445.0,45511.0,45575.0,45664.0,45706.0,45843.0
5095798,54000.0,54089.0,54179.0,54221.0,54304.0,54472.0,54543.0,54611.0,54768.0,54907.0,55053.0,55097.0,55241.0,55284.0,55363.0,55417.0,55604.0,55631.0,55710.0,55762.0,55824.0,55865.0,56035.0,56133.0,56167.0,56222.0,56241.0,56289.0,56330.0,56373.0,56437.0,56501.0,56590.0,56632.0,56769.0
5099014,43200.0,43266.0,43332.0,43363.0,43425.0,43549.0,43602.0,43653.0,43771.0,43879.0,43954.0,43977.0,44083.0,44115.0,44173.0,44213.0,44350.0,44375.0,44447.0,44494.0,44551.0,44589.0,44751.0,44844.0,44877.0,44929.0,44947.0,44988.0,45023.0,45060.0,45120.0,45169.0,45237.0,45269.0,45372.0
5099016,50400.0,50466.0,50532.0,50563.0,50625.0,50749.0,50802.0,50853.0,50971.0,51079.0,51154.0,51177.0,51283.0,51315.0,51373.0,51413.0,51550.0,51575.0,51647.0,51694.0,51751.0,51789.0,51951.0,52044.0,52077.0,52129.0,52147.0,52188.0,52223.0,52260.0,52320.0,52369.0,52437.0,52469.0,52572.0
5099018,70800.0,70854.0,70909.0,70935.0,70986.0,71089.0,71135.0,71179.0,71280.0,71426.0,71481.0,71497.0,71590.0,71618.0,71669.0,71704.0,71825.0,71842.0,71893.0,71926.0,71966.0,71993.0,72119.0,72191.0,72217.0,72258.0,72272.0,72303.0,72330.0,72359.0,72410.0,72460.0,72530.0,72563.0,72669.0
5100025,39600.0,39666.0,39732.0,39763.0,39825.0,39949.0,40002.0,40053.0,40171.0,40279.0,40354.0,40377.0,40483.0,40515.0,40573.0,40613.0,40750.0,40775.0,40847.0,40894.0,40951.0,40989.0,41151.0,41244.0,41277.0,41329.0,41347.0,41388.0,41423.0,41460.0,41520.0,41569.0,41637.0,41669.0,41772.0
5100027,46800.0,46866.0,46932.0,46963.0,47025.0,47149.0,47202.0,47253.0,47371.0,47479.0,47554.0,47577.0,47683.0,47715.0,47773.0,47813.0,47950.0,47975.0,48047.0,48094.0,48151.0,48189.0,48351.0,48444.0,48477.0,48529.0,48547.0,48588.0,48623.0,48660.0,48720.0,48769.0,48837.0,48869.0,48972.0
5100029,57600.0,57679.0,57759.0,57797.0,57871.0,58021.0,58072.0,58121.0,58233.0,58375.0,58446.0,58468.0,58573.0,58604.0,58662.0,58701.0,58836.0,58861.0,58934.0,58982.0,59039.0,59077.0,59264.0,59371.0,59409.0,59470.0,59490.0,59532.0,59567.0,59605.0,59662.0,59715.0,59789.0,59824.0,59936.0
5100031,64800.0,64861.0,64922.0,64951.0,65008.0,65122.0,65161.0,65199.0,65285.0,65398.0,65468.0,65489.0,65592.0,65623.0,65679.0,65718.0,65850.0,65873.0,65940.0,65984.0,66037.0,66072.0,66245.0,66344.0,66379.0,66435.0,66454.0,66526.0,66587.0,66653.0,66766.0,66811.0,66874.0,66904.0,67001.0
5100033,76500.0,76555.0,76610.0,76636.0,76688.0,76792.0,76834.0,76874.0,76967.0,77060.0,77122.0,77141.0,77230.0,77256.0,77305.0,77338.0,77453.0,77474.0,77537.0,77578.0,77627.0,77661.0,77810.0,77896.0,77926.0,77974.0,77991.0,78025.0,78054.0,78085.0,78141.0,78185.0,78246.0,78275.0,78367.0
5100035,81900.0,81955.0,82010.0,82036.0,82088.0,82192.0,82234.0,82274.0,82367.0,82460.0,82522.0,82541.0,82630.0,82656.0,82705.0,82738.0,82853.0,82874.0,82937.0,82978.0,83027.0,83061.0,83210.0,83296.0,83326.0,83374.0,83391.0,83425.0,83454.0,83485.0,83541.0,83585.0,83646.0,83675.0,83767.0
5100257,29400.0,29473.0,29546.0,29580.0,29648.0,29786.0,29860.0,29931.0,30094.0,30236.0,30354.0,30390.0,30529.0,30570.0,30646.0,30698.0,30878.0,30905.0,30985.0,31038.0,31101.0,31144.0,31352.0,31471.0,31513.0,31580.0,31604.0,31649.0,31687.0,31728.0,31812.0,31879.0,31973.0,32017.0,32160.0
5100259,36000.0,36069.0,36139.0,36172.0,36237.0,36367.0,36438.0,36506.0,36662.0,36768.0,36846.0,36869.0,37001.0,37040.0,37113.0,37163.0,37333.0,37358.0,37433.0,37482.0,37541.0,37580.0,37740.0,37832.0,37864.0,37916.0,37934.0,37974.0,38008.0,38046.0,38116.0,38173.0,38252.0,38289.0,38409.0
5100261,45000.0,45083.0,45167.0,45207.0,45285.0,45443.0,45505.0,45564.0,45701.0,45831.0,45927.0,45956.0,46098.0,46140.0,46218.0,46272.0,46455.0,46483.0,46566.0,46620.0,46685.0,46729.0,46904.0,47005.0,47040.0,47097.0,47117.0,47163.0,47202.0,47245.0,47311.0,47375.0,47464.0,47506.0,47643.0
5100263,55200.0,55289.0,55379.0,55421.0,55504.0,55672.0,55743.0,55811.0,55968.0,56107.0,56253.0,56297.0,56441.0,56484.0,56563.0,56617.0,56804.0,56831.0,56910.0,56962.0,57024.0,57065.0,57235.0,57333.0,57367.0,57422.0,57441.0,57489.0,57530.0,57573.0,57637.0,57701.0,57790.0,57832.0,57969.0
5100265,62400.0,62489.0,62578.0,62620.0,62703.0,62870.0,62940.0,63007.0,63162.0,63305.0,63392.0,63418.0,63543.0,63580.0,63649.0,63696.0,63856.0,63882.0,63958.0,64008.0,64068.0,64108.0,64277.0,64374.0,64408.0,64463.0,64483.0,64524.0,64559.0,64597.0,64661.0,64720.0,64802.0,64840.0,64965.0
5100268,74700.0,74760.0,74820.0,74848.0,74904.0,75017.0,75063.0,75107.0,75209.0,75293.0,75348.0,75365.0,75448.0,75473.0,75518.0,75549.0,75655.0,75676.0,75738.0,75778.0,75826.0,75859.0,75997.0,76076.0,76104.0,76149.0,76164.0,76199.0,76229.0,76261.0,76319.0,76363.0,76424.0,76453.0,76547.0
5100555,27000.0,27073.0,27146.0,27180.0,27248.0,27386.0,27460.0,27531.0,27694.0,27836.0,27954.0,27990.0,28129.0,28170.0,28246.0,28298.0,28478.0,28505.0,28585.0,28638.0,28701.0,28744.0,28952.0,29071.0,29113.0,29180.0,29204.0,29249.0,29287.0,29328.0,29412.0,29479.0,29573.0,29617.0,29760.0
5100557,41400.0,41483.0,41567.0,41607.0,41685.0,41843.0,41905.0,41964.0,42101.0,42231.0,42327.0,42356.0,42498.0,42540.0,42618.0,42672.0,42855.0,42883.0,42966.0,43020.0,43085.0,43129.0,43304.0,43405.0,43440.0,43497.0,43517.0,43563.0,43602.0,43645.0,43711.0,43775.0,43864.0,43906.0,44043.0
5100559,48600.0,48683.0,48767.0,48807.0,48885.0,49043.0,49105.0,49164.0,49301.0,49431.0,49527.0,49556.0,49698.0,49740.0,49818.0,49872.0,50055.0,50083.0,50166.0,50220.0,50285.0,50329.0,50504.0,50605.0,50640.0,50697.0,50717.0,50763.0,50802.0,50845.0,50911.0,50975.0,51064.0,51106.0,51243.0
5100561,63600.0,63689.0,63778.0,63820.0,63903.0,64070.0,64140.0,64207.0,64362.0,64505.0,64592.0,64618.0,64743.0,64780.0,64849.0,64896.0,65056.0,65082.0,65158.0,65208.0,65268.0,65308.0,65477.0,65574.0,65608.0,65663.0,65683.0,65724.0,65759.0,65797.0,65861.0,65920.0,66002.0,66040.0,66165.0
5100564,80100.0,80160.0,80220.0,80248.0,80304.0,80417.0,80463.0,80507.0,80609.0,80693.0,80748.0,80765.0,80848.0,80873.0,80918.0,80949.0,81055.0,81076.0,81138.0,81178.0,81226.0,81259.0,81397.0,81476.0,81504.0,81549.0,81564.0,81599.0,81629.0,81661.0,81719.0,81763.0,81824.0,81853.0,81947.0
5102226,25800.0,25864.0,25929.0,25960.0,26020.0,26142.0,26199.0,26253.0,26378.0,26495.0,26562.0,26582.0,26688.0,26719.0,26777.0,26817.0,26954.0,26975.0,27037.0,27077.0,27125.0,27158.0,27327.0,27424.0,27458.0,27513.0,27531.0,27569.0,27601.0,27636.0,27701.0,27759.0,27840.0,27878.0,28000.0
5102228,33000.0,33083.0,33167.0,33206.0,33284.0,33440.0,33509.0,33575.0,33728.0,33887.0,33981.0,34009.0,34137.0,34175.0,34246.0,34294.0,34460.0,34488.0,34571.0,34625.0,34690.0,34733.0,34896.0,34989.0,35022.0,35075.0,35093.0,35138.0,35176.0,35218.0,35284.0,35345.0,35430.0,35470.0,35598.0
5102230,43200.0,43283.0,43367.0,43407.0,43485.0,43643.0,43705.0,43764.0,43901.0,44031.0,44127.0,44156.0,44298.0,44340.0,44418.0,44472.0,44655.0,44683.0,44766.0,44820.0,44885.0,44929.0,45104.0,45205.0,45240.0,45297.0,45317.0,45363.0,45402.0,45445.0,45511.0,45575.0,45664.0,45706.0,45843.0
5102231,54000.0,54089.0,54179.0,54221.0,54304.0,54472.0,54543.0,54611.0,54768.0,54907.0,55053.0,55097.0,55241.0,55284.0,55363.0,55417.0,55604.0,55631.0,55710.0,55762.0,55824.0,55865.0,56035.0,56133.0,56167.0,56222.0,56241.0,56289.0,56330.0,56373.0,56437.0,56501.0,56590.0,56632.0,56769.0
5103503,64800.0,64889.0,64978.0,65020.0,65103.0,65270.0,65340.0,65407.0,65562.0,65705.0,65792.0,65818.0,65943.0,65980.0,66049.0,66096.0,66256.0,66282.0,66358.0,66408.0,66468.0,66508.0,66677.0,66774.0,66808.0,66863.0,66883.0,66924.0,66959.0,66997.0,67061.0,67120.0,67202.0,67240.0,67365.0
5103505,71100.0,71173.0,71247.0,71282.0,71351.0,71490.0,71538.0,71584.0,71691.0,71792.0,71861.0,71882.0,71985.0,72016.0,72073.0,72112.0,72244.0,72268.0,72338.0,72384.0,72439.0,72476.0,72625.0,72711.0,72741.0,72789.0,72806.0,72844.0,72876.0,72910.0,72965.0,73018.0,73092.0,73127.0,73241.0
5104804,29400.0,29473.0,29546.0,29580.0,29648.0,29786.0,29860.0,29931.0,30094.0,30236.0,30354.0,30390.0,30529.0,30570.0,30646.0,30698.0,30878.0,30905.0,30985.0,31038.0,31101.0,31144.0,31352.0,31471.0,31513.0,31580.0,31604.0,31649.0,31687.0,31728.0,31812.0,31879.0,31973.0,32017.0,32160.0
5104806,36000.0,36069.0,36139.0,36172.0,36237.0,36367.0,36438.0,36506.0,36662.0,36768.0,36846.0,36869.0,37001.0,37040.0,37113.0,37163.0,37333.0,37358.0,37433.0,37482.0,37541.0,37580.0,37740.0,37832.0,37864.0,37916.0,37934.0,37974.0,38008.0,38046.0,38116.0,38173.0,38252.0,38289.0,38409.0
5104808,45000.0,45083.0,45167.0,45207.0,45285.0,45443.0,45505.0,45564.0,45701.0,45831.0,45927.0,45956.0,46098.0,46140.0,46218.0,46272.0,46455.0,46483.0,46566.0,46620.0,46685.0,46729.0,46904.0,47005.0,47040.0,47097.0,47117.0,47163.0,47202.0,47245.0,47311.0,47375.0,47464.0,47506.0,47643.0
5104810,55200.0,55289.0,55379.0,55421.0,55504.0,55672.0,55743.0,55811.0,55968.0,56107.0,56253.0,56297.0,56441.0,56484.0,56563.0,56617.0,56804.0,56831.0,56910.0,56962.0,57024.0,57065.0,57235.0,57333.0,57367.0,57422.0,57441.0,57489.0,57530.0,57573.0,57637.0,57701.0,57790.0,57832.0,57969.0
5104812,62400.0,62489.0,62578.0,62620.0,62703.0,62870.0,62940.0,63007.0,63162.0,63305.0,63392.0,63418.0,63543.0,63580.0,63649.0,63696.0,63856.0,63882.0,63958.0,64008.0,64068.0,64108.0,64277.0,64374.0,64408.0,64463.0,64483.0,64524.0,64559.0,64597.0,64661.0,64720.0,64802.0,64840.0,64965.0
5104815,74700.0,74760.0,74820.0,74848.0,74904.0,75017.0,75063.0,75107.0,75209.0,75293.0,75348.0,75365.0,75448.0,75473.0,75518.0,75549.0,75655.0,75676.0,75738.0,75778.0,75826.0,75859.0,75997.0,76076.0,76104.0,76149.0,76164.0,76199.0,76229.0,76261.0,76319.0,76363.0,76424.0,76453.0,76547.0
5111756,30600.0,30683.0,30767.0,30806.0,30884.0,31040.0,31109.0,31175.0,31328.0,31487.0,31581.0,31609.0,31737.0,31775.0,31846.0,31894.0,32060.0,32088.0,32171.0,32225.0,32290.0,32333.0,32496.0,32589.0,32622.0,32675.0,32693.0,32738.0,32776.0,32818.0,32884.0,32945.0,33030.0,33070.0,33198.0
5111758,37800.0,37883.0,37967.0,38007.0,38085.0,38243.0,38305.0,38364.0,38501.0,38631.0,38727.0,38756.0,38898.0,38940.0,39018.0,39072.0,39255.0,39283.0,39366.0,39420.0,39485.0,39529.0,39704.0,39805.0,39840.0,39897.0,39917.0,39963.0,40002.0,40045.0,40111.0,40175.0,40264.0,40306.0,40443.0
5111760,46800.0,46883.0,46967.0,47007.0,47085.0,47243.0,47305.0,47364.0,47501.0,47631.0,47727.0,47756.0,47898.0,47940.0,48018.0,48072.0,48255.0,48283.0,48366.0,48420.0,48485.0,48529.0,48704.0,48805.0,48840.0,48897.0,48917.0,48963.0,49002.0,49045.0,49111.0,49175.0,49264.0,49306.0,49443.0
5111763,60000.0,60098.0,60197.0,60243.0,60335.0,60520.0,60595.0,60667.0,60832.0,61001.0,61089.0,61115.0,61255.0,61297.0,61374.0,61427.0,61607.0,61636.0,61721.0,61777.0,61844.0,61889.0,62068.0,62171.0,62207.0,62265.0,62286.0,62330.0,62368.0,62409.0,62466.0,62528.0,62615.0,62656.0,62789.0
5111766,76500.0,76560.0,76620.0,76648.0,76704.0,76817.0,76863.0,76907.0,77009.0,77093.0,77148.0,77165.0,77248.0,77273.0,77318.0,77349.0,77455.0,77476.0,77538.0,77578.0,77626.0,77659.0,77797.0,77876.0,77904.0,77949.0,77964.0,77999.0,78029.0,78061.0,78119.0,78163.0,78224.0,78253.0,78347.0
5111768,81900.0,81960.0,82020.0,82048.0,82104.0,82217.0,82263.0,82307.0,82409.0,82493.0,82548.0,82565.0,82648.0,82673.0,82718.0,82749.0,82855.0,82876.0,82938.0,82978.0,83026.0,83059.0,83197.0,83276.0,83304.0,83349.0,83364.0,83399.0,83429.0,83461.0,83519.0,83563.0,83624.0,83653.0,83747.0
5112137,50400.0,50483.0,50567.0,50607.0,50685.0,50843.0,50905.0,50964.0,51101.0,51231.0,51327.0,51356.0,51498.0,51540.0,51618.0,51672.0,51855.0,51883.0,51966.0,52020.0,52085.0,52129.0,52304.0,52405.0,52440.0,52497.0,52517.0,52563.0,52602.0,52645.0,52711.0,52775.0,52864.0,52906.0,53043.0
5112139,57600.0,57689.0,57779.0,57821.0,57904.0,58072.0,58143.0,58211.0,58368.0,58507.0,58653.0,58697.0,58841.0,58884.0,58963.0,59017.0,59204.0,59231.0,59310.0,59362.0,59424.0,59465.0,59635.0,59733.0,59767.0,59822.0,59841.0,59889.0,59930.0,59973.0,60037.0,60101.0,60190.0,60232.0,60369.0
5113148,34200.0,34269.0,34339.0,34372.0,34437.0,34567.0,34638.0,34706.0,34862.0,34968.0,35046.0,35069.0,35201.0,35240.0,35313.0,35363.0,35533.0,35558.0,35633.0,35682.0,35741.0,35780.0,35940.0,36032.0,36064.0,36116.0,36134.0,36174.0,36208.0,36246.0,36316.0,36373.0,36452.0,36489.0,36609.0
5113153,78300.0,78360.0,78420.0,78448.0,78504.0,78617.0,78663.0,78707.0,78809.0,78893.0,78948.0,78965.0,79048.0,79073.0,79118.0,79149.0,79255.0,79276.0,79338.0,79378.0,79426.0,79459.0,79597.0,79676.0,79704.0,79749.0,79764.0,79799.0,79829.0,79861.0,79919.0,79963.0,80024.0,80053.0,80147.0
5113155,83700.0,83760.0,83820.0,83848.0,83904.0,84017.0,84063.0,84107.0,84209.0,84293.0,84348.0,84365.0,84448.0,84473.0,84518.0,84549.0,84655.0,84676.0,84738.0,84778.0,84826.0,84859.0,84997.0,85076.0,85104.0,85149.0,85164.0,85199.0,85229.0,85261.0,85319.0,85363.0,85424.0,85453.0,85547.0
5115675,31800.0,31883.0,31967.0,32006.0,32084.0,32240.0,32309.0,32375.0,32528.0,32687.0,32781.0,32809.0,32937.0,32975.0,33046.0,33094.0,33260.0,33288.0,33371.0,33425.0,33490.0,33533.0,33696.0,33789.0,33822.0,33875.0,33893.0,33938.0,33976.0,34018.0,34084.0,34145.0,34230.0,34270.0,34398.0
5115679,58800.0,58898.0,58997.0,59043.0,59135.0,59320.0,59395.0,59467.0,59632.0,59801.0,59889.0,59915.0,60055.0,60097.0,60174.0,60227.0,60407.0,60436.0,60521.0,60577.0,60644.0,60689.0,60868.0,60971.0,61007.0,61065.0,61086.0,61130.0,61168.0,61209.0,61266.0,61328.0,61415.0,61456.0,61589.0
5115681,66600.0,66673.0,66747.0,66782.0,66851.0,66990.0,67038.0,67084.0,67191.0,67292.0,67361.0,67382.0,67485.0,67516.0,67573.0,67612.0,67744.0,67768.0,67838.0,67884.0,67939.0,67976.0,68125.0,68211.0,68241.0,68289.0,68306.0,68344.0,68376.0,68410.0,68465.0,68518.0,68592.0,68627.0,68741.0
